	0	indexes	verdict
0	198756.json		
1	"[ 796  743 1264  256  979  770  897 1155  609  797  591 1103   38 1226
  733  336  500  436  757  178 1181  680  410  951  724  101  241  478
  510  428  705  736 1221  996  886  530 1255  662  679   26 1019   92
  629   18  815 1337 1350  398  760 1082  155  154 1197  524  940  109
  702  977  164 1093 1179  779  411 1033 1262 1330  641  419  843  367
  967 1141 1109  218   14   73  550 1003  447  924  669 1250 1059    6
  695  243 1071 1317 1170  362  481 1119 1388  157 1362  522  991 1277
  543 1007]"		
0	198757.json		
1	"[ 793  269  348 1219 1021  239 1285  538  985  980 1064 1160  358  826
  568  578  111 1106  290 1001  633  576  332  454  858  224 1057  768
  813 1207 1367  781 1114  836 1322  889   69 1102 1203  515 1077  863
 1335  814  353  149 1297 1127  830  376  121  880  229  539  782 1180
  839 1086   96  291  987  488    8  993  545  649 1035  214  225 1213
 1101  141  144 1198 1126 1338  480  807  222  300  925   89 1246 1173
 1186 1144 1153  146 1143  220  319  390  862  986 1136  837 1120  563
  948  310]"		
0	198758.json		
1	"[ 992  728  680 1093  815 1262  641  622   79  448  429  806  991  362
 1003  696  779 1317  843  659  853  510  367  236  859  610  343  629
 1277 1056  694 1170  602  158  243 1158 1364 1119 1155  886  408  403
  417  242  543  548 1377  714  616  679  953  704  463  646    6  550
  733  940  770  266   74 1046  788   15  436  964  666 1132 1339  702
  637  741 1033  345  662  967 1113  885  470  562  663  433 1096  147
 1196  931 1211  182 1344  438 1197  430  767  959 1350  723  968  254
 1167 1019]"		
0	198759.json		
1	"[ 680  641  815  779  510 1277   79  367 1262  991  659 1155  629  940
 1364 1003 1093  843 1019 1317  733  886  543  429 1033  662  362  702
  770  550 1197  741  622  436  243  241  797 1119  992   48  705   73
   38   86  983   26  953 1158  218  871 1096 1179   68  537   18  996
 1170  154  639  728 1388  967  979  411  514  616  736  430  818 1082
 1350  173  447 1041 1181  286  478 1226   92 1211  530 1221  548 1375
 1007  602    6  264  694 1056  258 1059  952  495  500  403  663  448
  946 1330]"		
0	198760.json		
1	"[  79 1262  236  680 1093  806  510  548  728  641  815  991  158  448
  779  659 1377 1158 1277  992  429  622  663 1003 1317  367  694 1056
  788 1364  610  362  871 1167  646  629  243  714  602  843  494 1046
 1286  853 1211 1119  886  859 1113  417  147 1096  741 1155  343  543
  403  616  953  696  266  906  408  430 1156  600  514  550  666 1170
  940  967  470  933  767 1226  818  964   74  637  983 1197  279  400
   15 1388  232 1054 1344  857  547  704  242  885  436    6 1196  702
  463  968]"		
0	198761.json		
1	"[1364 1262   79  680  641  659 1277  779  815  991 1158  510 1317 1003
  367 1096  243 1010 1113  616 1211  953  622  728 1093  362  893 1155
 1119  429  886 1377  629  843  543  992 1388  818  946  940  158  702
   86  714  403  550  741   48 1197  952  430   24  662  871  173  537
  548  448  514  147 1033 1019  663  232  694 1156  436  639  705  770
  983 1067  218  797  789 1170  602  967   68  438  733  968    6  154
  264 1056  150  417 1331  447  861  516 1375  505  788  286  806  500
  295 1041]"		
0	198762.json		
1	"[ 680  953 1364  510  779 1262  641   79 1277 1155  815  659 1003  616
  789 1158  362  622 1317 1096  629  367  946  886  797  818 1093  770
  243 1119 1375  991  843   86  705  952 1377 1388 1056  940   24  662
  429  436  733  154  728 1197  543  537 1113  992  702 1010 1170 1019
  639   48  983  663 1033  514  232  893  550  741  241  964 1156  505
 1082  403   15  497  871  155  968 1007 1350   14  116   38 1181  150
 1211  548 1226  218  979  448  173 1140   26   92  158  447  591  736
 1179  530]"		
0	198765.json		
1	"[ 680  241  733   38 1155  770   92  897  510  155  256  478  629 1262
  436  797  641  662  702 1033  705 1093  154  815   18 1181  524 1179
  367  779  843  940  886  979  411 1019  736 1003 1350 1082  362   14
 1170  550  996 1109  530 1317 1226  543  695   73 1141 1337 1264  522
 1007  724 1277  622  398 1330 1119  429  953  679 1221 1319   26  659
 1197 1364  591  850 1375 1253   79  757   86 1302  431  796  276  243
  235  992  258   15  760  818 1388  785    6  991  741  447 1059  157
  616  218]"		
0	198767.json		
1	"[ 733  680   38 1155  241  770   92  797  510  256  629  478  702 1033
  154  436  815  897  155 1181 1262  705   18  367  524  411  940  662
 1019  779  641 1179  843 1093 1109  979  736  886  996   14 1337   73
 1350 1003  724 1082 1277  362  550 1264  530  543 1007  522 1170 1141
 1221 1317 1197  276  695 1330  591  850 1375   26  659   86 1364  622
   79  429  953 1319  796 1253  235 1226 1119  741  398  818  109  757
  431  991  258   48 1388  243  983  760  218  833 1348  199 1059  116
   15  639]"		
0	198768.json		
1	"[ 680  779  815  641 1155  510  367  733  629 1277  940 1262   79  659
  770  991  662 1033  843 1003 1019  702 1093  241  886  436  543 1364
 1317  797   38  550   18 1197  741  705  429  362   73 1179  154  996
 1181  478  411  979   86  622  243   26 1119   48   92   68 1221 1007
  736  218  953  983  524  256 1170 1082  447  537 1330 1350  495 1375
  155  724  639  871  897  992  286  530 1226  522 1059  591 1096   14
 1041 1337 1388  818  276  173  235 1319  258 1158 1141  720  264   15
 1109  760]"		
0	198769.json		
1	"[1231  357  565  373  677  640  177 1242 1023  168  204 1281  774  306
  513 1072  785 1337    1 1267 1279   44 1350  507  573  959   39  465
  591 1029  180  455 1392  250  833  245  820 1311  630  116  530  886
  699  492  540  210  347  469  439  735  431 1070 1020  100  474  295
  580 1375  757   38 1361 1178  244  753  257  897  444  246  362  901
 1204  371  544  129  639 1019  256 1238  514 1212 1012  410  516  241
  278  430  796  951  914  101  909  197  233 1155   26   91  941  260
 1139  524]"		
0	198770.json		
1	"[ 680  733   38  478 1155  241  797  770  155   92  154 1262 1181  256
  705  510  897  629  702  979  815  436 1033   18 1082  662  524  411
   14 1350  736  940  367 1093  953 1179 1109  886  843  641  362 1019
  724  779 1119 1364 1003 1264  996 1170 1141   73  530  850 1337 1388
 1007  550 1317  695   24  818 1253  522 1221  243  157 1330  543 1226
 1277  796   86  622 1197  757  398  429   26  276  679 1319  659  591
  258 1375  235 1302  431  616   79  992  945 1394  760   15  109  447
 1250  741]"		
0	198771.json		
1	"[ 696  992  728 1262   79  853  815  429  641  680  806  991 1093  622
  362  958  361  659  610 1119   74  343  236  859  448 1158 1003  779
  714  843  463 1132  243  158 1277 1317  367 1364  242  182  723  788
  616 1046  254  562  417  886  408  603  694  510  629  550  933 1113
  646 1056  147 1065 1211    6  548  401  918 1170  280  433  543  967
  403  959  602  400  345 1096 1377 1196  430  953 1161 1155 1339  489
  637  470 1344  266  885  704  767  741  635  940  173  679  516  766
  248  702]"		
0	198772.json		
1	"[ 269 1102  224 1173  214 1064  454  578  121  836 1126  793 1285 1246
 1153 1220  993  545 1180 1114  584 1367  698  716  515  290  826  477
  112  319  111  561  502  437  488 1161 1136  768   96 1200 1186 1057
 1335 1026  348 1207 1086  141 1164  248 1338  291 1366  807  874  858
  539  576  229  480  862   89  791  649 1159  691  814 1160  633  353
 1035 1001 1132    8 1144 1393 1143  126  332 1078  146 1232 1022  300
  475  358 1378  784  203 1214 1376 1219  925  813 1356  568 1127 1284
 1101  879]"		
0	198773.json		
1	"[1180 1173 1132 1161  248 1026 1338 1126  696  291  853  836  691  224
  269 1144  454 1159  649 1000  502 1393  146  791  698  814  862 1220
 1200 1136  545 1376  475 1035  463  918 1366  126  121 1232  182  111
  437 1065  214 1022 1102 1078 1367  879  112 1153  489  203  992  343
  925  874  993  959  584  859 1101  401 1246  562   74  610  708  768
  858  728   89 1284  332  930  285 1143  958  723  319 1057 1011 1335
  561  806  358  744  488   37  635  477  637  345 1154 1120  795 1097
 1356 1046]"		
0	198775.json		
1	"[ 733   38  241   92  256  680  770  478 1155  897 1181  155  524  797
   14  154 1109  436  705  629   18  736  702  411  979 1033  510 1179
 1262 1082 1350  662 1337  815 1093  843  940 1264  724 1170  367  996
  362 1141 1019   73  850  886  779  641  530  522  796 1003  695 1007
  953  757 1302 1221 1330  679  276  109 1253  550 1319  622 1119  398
  543   26  157 1226 1348 1375  235  429  591 1317 1197   15  258   86
  431 1085 1277 1364  785  818 1250  992  178  833 1388  659  271  760
  243 1059]"		
0	198776.json		
1	"[ 510  680 1056 1277  779 1262 1317 1155  815  789 1093  641  953   79
  367 1003  964  514  728   15  770  629  991  983  659 1158 1197  622
 1364  797  362  116  886  543  843  150 1377  992  733  662  429  952
  639 1375  448  940 1170 1033   14  705  871 1019  243   86  497  343
  702  704 1119  436 1139  550 1388  885  946  451  741  616  968  241
  694  264  663  882 1096   40 1054  398  147  591  537 1350    6  236
  403  818  173  975  943  430  806  602  548 1113   68 1179  218  438
  897   26]"		
0	198778.json		
1	"[ 680 1155  733  510  662  154  770  797  629  241  155   38  940  779
  705 1262  702  815  641 1181 1033   92  478  367   18 1003  436 1093
 1277  886 1019 1364 1317  996  843  256 1082  411  897  979 1179  736
   86  953  550  524  362  530 1226   14  659   73  543 1221  522 1350
 1007 1197 1170 1388  818   79  724 1119  760 1330 1109 1264  398 1375
 1337  695  243  591 1141  622  991  429 1253   26  741  495  447  871
 1319   15  983  946   48  850   24  616  276  218  235  639  258 1096
  431  537]"		
0	198779.json		
1	"[  38  733  256  897  241   92  478  155  524  770  797 1109 1181 1264
  979 1155  154  680 1337  705   18   14  796  411 1179 1082 1350  724
  736 1033  522  436  702  695  757  662  850  629  530  996  109 1250
 1253 1019 1141  510  398   73 1330  940 1221  591 1262  886 1093 1007
 1348  276  843  815 1170  679  235 1302  367  157  362  833   26  550
 1319  785  779 1226  431  513 1059 1362  439  953 1197  760 1003  743
  641 1375 1085 1317  178  258  507  818  543  196  199  271   86  428
 1119 1388]"		
0	198780.json		
1	"[ 680  815  641  367  779  510 1155 1277  659  629   79  940  733 1262
  991 1003  843 1033  662 1093 1019 1364  770  543  702  886 1317  436
  741  550  241 1197  429   38  797  622  362   73  154  243   48 1179
   86   18  705  996  411 1119  979  218  983 1181   26  478  736   92
 1007   68  871 1221  286 1082  639  953 1170  447  256  537  992 1350
 1096 1388  530 1330 1059 1375 1041  818  724  495 1226  524  522  897
  591 1158  173  514 1337  155  264  430  276  258    6  235 1141  616
  952 1109]"		
0	198781.json		
1	"[ 806  236  610  728 1046  767  859  646 1286  158  448  266  637  548
  696  343 1065  463  635  345 1377 1056  470  408  417  714  400  788
  853  992  885  906 1167  248  896   37  279  694  622  147  494  489
  600  625 1054 1339 1132   79 1158 1026 1093  602  165  704 1051 1159
 1196  879 1162 1000 1146  647  506  857 1324  663  653  594  325  361
  605  429   74 1262  542  547  958  691  541  964 1161  510  766  641
 1113  680  723  401 1003 1119 1317  403  815  991  254 1284 1165  577
 1047  666]"		
0	198782.json		
1	"[ 680  992  815  728   79  641 1262 1093  991  622  429  779  362 1003
  448  659  510 1317 1277  367  843  806  629  886 1364 1158 1155  696
 1056  243  853  694 1119  610 1170  236  602  158  543  343  859  940
 1377  548  733  953  550  403  242  770  616  714  741  417  408    6
  436  646  702 1033  679  662 1197  430 1096  788   15 1019 1113  967
  704  663 1211  666 1350   74  266  433  964  463  173 1046  147  514
  959  241   26 1179  871  968  470 1339  637  438  933  931   48  705
 1167  983]"		
0	198783.json		
1	"[1173  269  224 1126 1180 1161 1102  454  248 1026  836  698  121  214
 1153 1132  545  993 1220 1246  291 1338  691  437  111  814  791 1136
  502 1367  112  874 1159  696 1144 1366  649  146 1200  862  584 1035
  126  477  768   89 1335 1022 1232 1057  925 1064 1078 1393  203  475
  561  319  578  332  515  793 1164  141 1207  488  853 1376  858 1186
 1143  348 1101  480  879  576 1000 1285 1284  358 1065  463 1114  930
  918  182 1356  716 1001 1214 1120 1011 1259  708  744  343 1097  489
 1160  285]"		
0	198784.json		
1	"[ 641  779  680   79  815 1262  622 1277  510 1093  991  659 1155  367
  629 1317 1003  429  843  886  728  362 1158  992   48 1364  436  616
  548 1113 1119  940  741  232  543 1377  243 1056  953  770 1096  514
 1375  662 1170 1197  550 1019 1033  733  417  983  173  430  448 1156
  694  806 1211  702  871  147  295  663  537  158   15  639  714    6
  705  610   26  403  343  241   86  236  602  150  967  218 1350 1179
  797  242  968  666  818  789  853  946   68  673  696  516  788  286
  646 1326]"		
0	198785.json		
1	"[  38  256  733 1109   92  524 1181  241  478  155  411  897  770 1155
  797   18  736  702  979   14  680  850  436  154  705 1264 1337  109
   73 1033 1141  724  510 1179  996 1019  796 1082 1253  629 1350 1302
 1319 1007 1262  522  662 1093  940  843  530  695  757 1330  367 1375
  276 1348 1170  815  398 1221   86  886  641  543  779 1119  157  362
 1250  235  178 1003  550  953  622  591  258  818 1226  196 1085  271
   26  431  199  679  439  833  760 1394   15  720 1362 1197  513  179
  785 1248]"		
0	198786.json		
1	"[ 385  843 1037  107  617  276  846  550  362  352 1085  640  886  429
    7  235  356  695  745  757 1369 1019 1179  516  507 1239  412  914
  530  833  419  606  991  621  368  297  802  430 1361   26  244  513
  796 1012  465 1138  182 1308  219  680  307  815 1059  741   58   19
 1337 1104  258 1330   44  733 1277 1155  143 1060   74 1350  510   38
  779  336  478  242  347  197  641  629  367  439   80  940   79 1262
  241  770 1317 1003  662  659 1093 1033  591   18  500  705 1197 1122
  785  702]"		
0	198787.json		
1	"[ 953  155  797   24  154 1364 1388  692 1071 1155  680  818 1262  789
  705  510  770   14   38  241  616 1082  946 1181  733 1350  362  403
 1264   92 1317  398  333  478  530  724  629  481 1226  497  886 1394
  979 1003  779 1170 1141  116  243  999  662 1253  736  810  256  897
   86  431  663  964 1375  411  524 1093  893  952  762  436  702 1109
  843  850  815  196 1019 1096 1033  367 1277 1119  179   18 1250  601
 1172 1179 1007 1337  641   15  940  639  591  590   73  968 1197 1140
  945 1221]"		
0	198789.json		
1	"[ 728  992  853  696 1132  448  343  806  362  158  859 1262 1093  236
  562  182  610  403   74  622  429  918  959  616  714  680 1046  345
 1065 1161 1180  242  401  704  906  463  646  953 1158  666  602 1003
  885  641 1056 1377 1170 1344  248 1026  694  489  254  931  788 1000
  243  548 1317 1364  679 1119   79  815 1165  663  964  767 1339  857
 1338  399  708  691  723 1159  510  266  147  408  146  637  893  843
  886 1286 1128  203  484    6   24  494  285  291  968  958  279 1149
  795  417]"		
0	198790.json		
1	"[ 696  343  853 1132  992  728   74 1161  236  254  714  610  146  918
  182 1065  806  463 1026  248  859 1180  930  401  959  622  925  708
 1262  562  691  489 1144  723 1173  362  400 1093  429  242  285  814
   37  417 1339 1196  291   79 1046 1000  791  616 1126  448  698  885
 1338  635  641  788  958  646  148  679 1159 1158  158  767  361  147
  879  433  126  815 1284 1003  680  862 1344  779  203 1035  603  637
  309 1149  659 1022 1101  470 1232  625  372  280 1136  506  694  117
  345  408]"		
0	198791.json		
1	"[ 680 1262  992  510  815   79  728  641 1093  622  659 1003  362 1277
  429  991 1317  779  448 1158  843  367  158 1119 1364  629  886 1155
  806  548  243 1377  543  694  602  702  853 1056 1170  953  236  343
  696  616  663  403  242  714  940  147  646  438  550  770  610  666
 1113 1167  417  733  741  871  859  436 1033 1096  662 1019    6  430
  679   86  967 1211  173 1197 1344  964  514   15 1156 1046  893 1350
   74  788  931  433  315  906  704 1388  494 1165  705 1226   26  241
  968  505]"		
0	198792.json		
1	"[1353  820 1281    1  959  371  554  456  278  941 1356 1101  293  404
 1395  565 1020  607  649  970 1072 1128  420  794 1366 1180 1231 1030
 1279  210  260  948 1144 1035 1338  475  862  474  246  401  484 1378
  632 1143  167 1097 1078  858 1373 1136  804  687  373 1200  257  328
    0 1315  688 1255  323 1188   44  488  965  790  648  785  598  879
  828 1336 1132   19  927 1203  836  182 1105  814 1252  890  539  129
  357  560  341 1213  919  573  346 1393 1360 1022 1160  666  228  563
  585  914]"		
0	198793.json		
1	"[1264  770 1226  797  398 1181  256   14  510  897   38  733  736  155
 1155  478  530   92  796  241  979  680  196 1250  724  705  436  428
  524  154   58  591 1141 1093   18 1109  629  662   15  116  411  953
 1350  679  702  663  996 1262  497  757 1082 1170 1179 1337 1388 1221
 1255  140 1033  870 1317  779  743  843 1197  109 1007 1330  940  481
  850  886 1019 1253  815  666 1165  871 1375  818  695   26   73  367
   90  522  760  602  641 1003  362  178 1394 1119 1056  789  550  276
  258  964]"		
0	198794.json		
1	"[ 680 1262  815 1093  641  510   79 1364 1003  779  362 1317  992 1277
  367 1155  728  429  659  622  991  629  843  886 1119  243  953  616
 1158  733  543  770  702  940  550  448 1170  662  403  436  705 1033
 1388 1019    6  694  602  241 1056 1096  797 1350 1377  741 1197  818
  663  158  548  154 1179 1113   24  871   86 1082  242  897  679   92
  853  666   38  806  964   26  736   15  514  218  893   48 1226  983
  968   73  438  430 1211  315  530  478  714  789  979  173 1344 1375
  343  946]"		
0	198795.json		
1	"[ 953  680   24  702 1262 1155  510 1364  155  154  797   92  733 1119
  705  818   38 1388  770 1082  362  241  641  979 1003  616  478 1181
 1093   18  815  629 1350   86  946 1394 1170   14  897  886  367  779
  436  843 1007 1317  243  622 1033 1277 1319  403  893  256  662  724
  411 1264  736 1019  659   73  524 1375 1179 1253 1141  543  940  438
  530  996  992   15  429  550  199  602  679  398  258 1226 1344  431
 1109  789 1337  850 1071  968  663 1221 1330  315  178 1158 1302   79
 1096  952]"		
0	198796.json		
1	"[ 680   38  733 1155  770  815  510  241  843 1019  367  629 1262  641
  779  886  256 1033  940  797  436  550  702  979 1093 1179  662  478
  362  705 1277   92  411 1181  429 1003   18  154 1082  524  897  543
   73  736 1350 1337  530  659  991  996   79  741   26 1317  155 1364
  695 1197 1109 1059  622  522  276  243 1170 1007   86 1141 1119  235
  724 1375   14 1330 1221   48  833 1264  953  591  796 1319  757  218
  785  992 1226  850  258    6  507  983 1388  178  818  447  398  639
  431  286]"		
0	198797.json		
1	"[ 992  728  953  362   24  616 1003  680  343  562  853 1364  679  182
 1262 1082 1170  704  399  429  622   15 1093  696  629  931  964  789
  243   92 1132  403  918  886 1119  959  242 1056 1302 1344  770  154
  893  315  968   74  448  666   14  885  155    6 1350  815 1155  641
  843 1317  254  601  510  497 1158  779 1096  694  705  443  897  662
  241  785 1149  797  659  367  158  102  586 1128  702  814 1388  505
  602   79  708   44  733  806  424  663  818 1180   23  401  550 1277
  436   19]"		
0	198799.json		
1	"[ 733   38  256 1155  680  241 1337  770 1181  897  524  478  797   18
  705  662   92   14 1033  591  702  510  154 1350  629  155  886 1375
 1019  436  724  979 1179 1197  779  940 1330 1007  411  530 1277 1109
  953 1262 1264  815 1221  996  116  736  522   73  513 1253  695   86
 1093  367  641  362  199 1082 1003  843  398  796  431  757 1170  785
  276  833 1317 1319   26  543 1141  507 1119  760  447  850   15  639
  550  818  720  659  622 1059 1362  196  741  258  537  983 1041  157
 1250  109]"		
0	198802.json		
1	"[ 785 1350   44  886  796  256  362  992  770  347  410  897 1155  530
 1279 1337  428  433  951 1019   38    1  680  178  591  743  242 1234
  757    6  679  843  666   26  429  241  500 1311 1093  243 1059  979
  507  833 1082 1262  774  398  815  510  430  959  465  705 1231  336
  516 1179  436  629  695  733  550 1058 1003 1255  197  797 1264   23
  102  622  741  641 1170  662 1226   92 1277  250  478 1302  779  373
  443  399   19  513  938  640  245  710 1317  431  967  736 1070  639
 1197  419]"		
0	198803.json		
1	"[  38  241  680  897  362  733   92 1350  770  256 1155  886  843 1262
  785 1179  478 1093 1337  524 1082  629  797  705 1019  155  530  757
 1302  510  436  429  702  154  815 1170   44  550  695 1181 1033   14
 1003  736  992  979  367  679   18  833  276  641  411  779  622  953
  662   26  431 1141  940  398 1109   73  996 1375 1085 1319  666 1317
  591 1277  522  724  258 1264 1119  796  543  507  850  513 1330  178
  242  235  243  399 1059 1364 1007  157    6 1221   15  428 1197  741
 1226   23]"		
0	198804.json		
1	"[  38  733   92  241  155  256  478  897  680  770  524  154 1181 1155
  797  705 1109   14  702   18  411 1033  736 1082  436  979  629 1350
  510 1179 1264 1253  724  850 1337 1262  662  996 1141  940 1170 1093
  362  522  843 1007  530   73 1019 1302 1319  695  367  815  796 1348
  757  886  398 1221 1003  157  953  276 1330  109  679  779  641  431
  550 1119  591  543 1226 1085  235 1375 1197  271  622 1250   86   26
  818  258   15  429  785 1317 1364  833  760 1388   24  178 1277  199
 1394  616]"		
0	198807.json		
1	"[1155  680 1019   38  733  886  510  241  770  815 1337  843 1350  779
 1277  629  256  367  797  641 1262  940  705  362  436  662  530 1033
 1179 1093  478  702  897  591   18  550 1003   26 1197  524  979 1181
  991  996  796 1317  411  154  741   92   79  507  659  429  543 1375
  243  639   73  276  736 1330 1364  833  155 1082 1221  695  785  724
 1059  743  622  757  992   86 1264 1226  218  522 1119  431 1109 1007
  513  116 1170  953  430  500  447   48   14  235  398  258 1141  178
  514  774]"		
0	198808.json		
1	"[ 358  858 1160  144  980  781  332  269  454  111 1322 1180 1213 1021
  291  814  224 1106 1203 1120 1367  146  793 1338  475  488  985 1057
  836 1035  348 1001  939 1077  925  863  576  167 1101 1078 1219 1207
  999 1030 1132  790  854  768  918 1126 1214 1064  113  149  239 1378
  285 1026  225 1114  578 1144  649 1285  126  586  353  987 1143   69
  862  562  538  853  390  563  813  121  826 1161 1159  708  568  502
 1335  633  545  782  203  804 1000  424  837  319 1136   96 1154 1173
  231  554]"		
0	198809.json		
1	"[ 991  680  815  641   79  779 1277  367  659  510  843 1262 1155  550
  429  940  629  886  741 1364 1003 1093 1019  243  662 1317  362  543
 1033  770  733 1197  702  622  430  436  992   48  516 1059   26 1179
  286  218  241   86 1119   73  797 1158  983    6  500 1096  871   38
  705  514  639  447  173 1211  996  979   18   68  433  967  728 1082
  154 1041  258  548  537 1170  411 1350  953  264  295  818  478  530
  232 1388  235  933 1221  736  495  242 1007 1010  616 1226  694 1113
  276 1330]"		
0	198810.json		
1	"[1172  189  479  692  590 1071  601  762  999 1039  997  137  175   24
  953  990   34 1388  645  789  206  333 1222 1110  893  409  712 1364
  818 1275  155 1166 1276  810 1394  616 1140  946  797 1310 1108  403
  193  848  217  664  501 1273  183  945  497  468  329  154  487  964
  179  819 1223  969 1262   76   47  273  827  907  191  952   14  705
 1392  481  424  902 1377  663 1010 1264  968  504 1359 1082 1096  534
   83  398 1158 1317 1170  226  680  144  362 1155  675  435   33 1195
  511 1165]"		
0	198811.json		
1	"[ 608  490  935  312  105  955  142 1139   36 1131 1289  405  636  316
 1327  518  267  338 1100  351   22  318   98  670 1028  196  116  134
 1017  898  789  975  668   90 1310  396  208  497  943  434  272  414
  444  882  451  964 1056  457   33  263 1107  369  212   93  827  810
 1271  394   34  221  161 1250  681 1347 1005  675  150 1178   14  395
 1264  514  969   15 1118 1091  847  557  601 1385 1261  870 1054  160
  954 1349  885   40 1391  947  952  856  172  740  331   43 1111 1172
  719  797]"		
0	198812.json		
1	"[1155  510  680  733  629  770   38  797 1375  241  702  779  662   18
 1262 1277 1003 1033  705  815  641  886 1019  367  436  155  591 1093
   92  256  478 1317  940  524 1197  897 1181   14  843  724   86  154
 1337  116  996  659 1350  411  530 1264 1179  362 1119  953  979  543
  398 1007   79  736  622   26 1330 1226  639 1170   15  537   73  550
  720 1319  199 1221 1109  447 1253  818 1364  741  760  983 1082  258
  991  695  431  952  429  522  276  218   68 1141  946  514 1388  264
   48 1250]"		
0	198813.json		
1	"[ 269 1180  224 1143 1173  814 1064 1102 1338  768  836  793  454 1035
 1220  214 1126  502 1078  545 1132  858  121    0  649  291 1367  111
 1160 1136  576  348  488  319  578 1161 1026  126 1200 1285 1153  475
  248  698  332  584  993 1114 1022 1246 1057  358 1144  791 1322 1335
  633 1001  862  146 1366 1393 1159   89  437  141  716  980  477  790
  420 1101  925  691 1120  874 1105 1097 1378  807  515  744  826 1284
 1207 1186 1203  300 1154 1128   96  561  290 1232 1376  853 1106  480
  182 1274]"		
0	198814.json		
1	"[1056  680   79 1262  728 1093  510  815  964 1317  779  789  448 1277
  641 1377  622 1158 1003  236  953  991   15  992  704  514  806  659
 1155  885  343  429  362  367  150  629 1054 1364  843  694  770  451
  610  886 1197 1170  968  548  983  788  417  147  497  243 1119  543
  663  714  733  408  602  158  116  952 1096  882  639   40  741  646
  940  662   14 1375  616  797  430  403  505  853  931  444  550  436
  702  767  232 1113 1139   86  871  266 1019  400  859  242 1350    6
  470 1286]"		
0	198815.json		
1	"[ 680  641 1155 1262  779  815  510  629  659 1003 1277  367   79 1093
  622  733  770  702  436 1033  843  886  940 1170  362  662  241 1364
  991  543 1317 1019  429  705 1119  797 1197   48  616  550   18 1375
   38  243   86   92  953  154  992 1007  741  818  996 1221  979 1179
 1350  983   73  478  537  897  946 1158  411 1082  256   26  155 1096
  736  447  639 1181  258 1319  218  524 1156  728   68  591  720 1041
  548   15  952  199 1330  571  173   14 1113 1141  724  673 1388    6
  264  530]"		
0	198816.json		
1	"[ 448  992  728  158 1128  853 1165  806 1093  666  679  602  343 1132
  622 1170  859  266  906  236  704  345  694 1262  403  857  646  362
  696  663  931  489 1339  484 1167  610 1180  680  349  562  548 1344
  399 1338 1377  600  429 1026  401  964  637 1000  463  616  279  248
   74 1154 1065 1046 1284 1056  182  242  494  510  541  408 1286 1252
 1393 1317  959 1159 1003 1119  470  254  885  577  767   15 1196  879
  815  953  843  708 1078  723  438  736  641  417  635    6  714 1161
  918  897]"		
0	198818.json		
1	"[ 839  222  826  290  360  568  633 1285  239  538  793  889  578 1064
  539 1219 1198 1086  229    5   96 1021  310  348  269 1297  807  300
   69  261  830  813 1102  515 1127  985  986  880 1333 1334  149 1114
  972  837  353  576  376  133 1106  768  872  224  993   87    8  214
  703 1001 1335  121  716 1077 1246 1186  863 1203 1207 1153  220  545
  141 1383 1160  987  389  454  480  477  584 1057  111 1189  836  782
  390 1164  980  781  488  104  319 1367  661   89 1168  112  225  332
 1173  358]"		
0	198820.json		
1	"[ 362  992  785 1350  680 1093 1262  679   44   92 1170  666   38 1302
  897  622  886  429  241 1128  843  770 1155  959  399  242  530  510
  733  736  629 1003  436 1082  815  953  398  853  256  616  182 1165
 1179   19  641  728  702 1119  478  428  931  705 1181 1337   14  562
  343  431  403  663  779 1141  154 1019  524  155  757 1033  367   23
 1344  602  550 1317   15  243 1319  695 1375   26  448 1226  797  258
    6 1132 1277 1116  543   79  401  833  484  662  940  774  548 1156
  443   24]"		
0	198822.json		
1	"[ 696  992  853 1132  918 1180  343  182  562  728 1161  814  959   74
  146 1338  401  291  708 1026 1144  248  362  285  254  242 1035  925
 1173  930 1065 1213 1101  463  475  649  399 1022  723 1000 1126  332
  489  791  610  859  691 1078  616  429  806  714  622 1149 1159  679
  111  158  126 1030  862  744 1120  484  586  448 1262  710  454  698
  433  958  269 1154  236  358 1136  224  885 1232 1366 1393  203  666
  836  795  280  345  704 1322 1058  879  243 1339  502 1046  293  768
 1093 1367]"		
0	198824.json		
1	"[ 116  196  608 1139   90  338 1375  591  134 1264  870  943  212  789
   14 1250 1242  312 1178  444  490  373  331 1118  810 1337  267  640
  513  497  797 1231  975  897  199 1310  398   15   38 1184  770  699
  524  514 1350 1385  405  451  677 1155  256  953 1349  935  357  639
  518  510  882  168  705  396  306  208  241 1070  774  439  750 1056
  969  757  431  796  250  177  785   92 1392 1029 1028  530 1131  180
  833  155   18  105   36  540 1273  720  469  507  952  886  964  455
 1197  160]"		
0	198825.json		
1	"[ 269 1102  578  224 1246 1285 1064  121  793  836  576  545  214  454
 1173  290 1126  584  826 1153 1086  633  768   96 1114  993  716  807
 1186 1220  515 1164  477  561  539  437  112  348  319 1207 1200  141
 1367 1335  698  488  229 1180 1057  874  111  502   89 1136 1338 1026
  291  248  480  353 1160 1219  837  858 1161  784  563    8 1366  649
  813 1001  300  126  691 1159  568 1143 1078  862  814  332 1127 1393
  925 1376  791 1378 1022 1035  239  987 1232 1214  146  475 1101  358
  420 1144]"		
0	198826.json		
