	0	1
1852	granted	{'VERB': 0.6}
1853	summary	{'NOUN': 0.7}
1854	himself	{'PRON': 0.4}
1855	ever	{'ADV': 0.7}
1856	contacted	{'VERB': 0.6}
1857	objections	{'NOUN': 0.7}
1858	634	{'NUM': 0.4}
1859	actually	{'ADV': 0.7}
1860	f.	{'NOUN': 0.7}
1861	164	{'NUM': 0.4}
1862	mass	{'PROPN': 0.9}
1863	discerning	{'VERB': 0.6}
1864	exactly	{'ADV': 0.7}
1865	fatal	{'ADJ': 0.8}
1866	hole	{'NOUN': 0.7}
1867	affirm.2	{'VERB': 0.6}
1868	resolved	{'VERB': 0.6}
1869	novo	{'PROPN': 0.9}
1870	harrington	{'PROPN': 0.9}
1871	nashua	{'PROPN': 0.9}
1872	24	{'NUM': 0.4}
1873	27	{'NUM': 0.4}
1874	entry	{'NOUN': 0.7}
1875	drawn	{'VERB': 0.6}
1876	inferences	{'NOUN': 0.7}
1877	moving	{'ADJ': 0.8}
1878	favor	{'NOUN': 0.7}
1879	reveals	{'VERB': 0.6}
1880	genuine	{'ADJ': 0.8}
1881	material	{'ADJ': 0.8}
1882	fact	{'NOUN': 0.7}
1883	prevent	{'VERB': 0.6}
1884	civ	{'PROPN': 0.9}
1885	56(c)(2	{'NUM': 0.4}
1886	deposed	{'VERB': 0.6}
1887	representatives	{'NOUN': 0.7}
1888	major	{'ADJ': 0.8}
1889	sent	{'VERB': 0.6}
1890	notification	{'NOUN': 0.7}
1891	vice	{'NOUN': 0.7}
1892	president	{'NOUN': 0.7}
1893	affidavit	{'NOUN': 0.7}
1894	once	{'ADV': 0.7}
1895	avers	{'VERB': 0.6}
1896	absence	{'NOUN': 0.7}
1897	offer	{'VERB': 0.6}
1898	definite	{'ADJ': 0.8}
1899	competent	{'ADJ': 0.8}
1900	rebut	{'VERB': 0.6}
1901	meuser	{'PROPN': 0.9}
1902	corp	{'PROPN': 0.9}
1903	564	{'NUM': 0.4}
1904	515	{'NUM': 0.4}
1905	offers	{'VERB': 0.6}
1906	parade	{'VERB': 0.6}
1907	irrelevancies	{'NOUN': 0.7}
1908	seeks	{'VERB': 0.6}
1909	discredit	{'VERB': 0.6}
1910	deposition	{'NOUN': 0.7}
1911	adequately	{'ADV': 0.7}
1912	am	{'AUX': 0.4}
1913	07	{'NUM': 0.4}
1914	cv-11733	{'ADJ': 0.8}
1915	rwz	{'NOUN': 0.7}
1916	mar	{'PROPN': 0.9}
1917	12	{'NUM': 0.4}
1918	usa	{'PROPN': 0.9}
1919	cv-11931	{'NOUN': 0.7}
1920	ng	{'PROPN': 0.9}
1921	dismissal	{'NOUN': 0.7}
1922	counterclaims	{'NOUN': 0.7}
1923	resolution	{'NOUN': 0.7}
1924	settlement	{'NOUN': 0.7}
1925	relevant	{'ADJ': 0.8}
1926	frame	{'PROPN': 0.9}
1927	institutional	{'ADJ': 0.8}
1928	predecessors	{'NOUN': 0.7}
1929	midst	{'NOUN': 0.7}
1930	organizational	{'ADJ': 0.8}
1931	changes	{'NOUN': 0.7}
1932	created	{'VERB': 0.6}
1933	confusion	{'NOUN': 0.7}
1934	entity	{'NOUN': 0.7}
1935	portions	{'NOUN': 0.7}
1936	unfamiliar	{'ADJ': 0.8}
1937	exact	{'ADJ': 0.8}
1938	relationship	{'NOUN': 0.7}
1939	searched	{'VERB': 0.6}
1940	records	{'NOUN': 0.7}
1941	notifications	{'NOUN': 0.7}
1942	yet	{'ADV': 0.7}
1943	affidavits	{'NOUN': 0.7}
1944	searches	{'NOUN': 0.7}
1945	conducted	{'VERB': 0.6}
1946	recipient.3	{'NOUN': 0.7}
1947	search	{'NOUN': 0.7}
1948	addressed	{'VERB': 0.6}
1949	moreover	{'ADV': 0.7}
1950	explicitly	{'ADV': 0.7}
1951	confirmed	{'VERB': 0.6}
1952	contained	{'VERB': 0.6}
1953	irrespective	{'ADV': 0.7}
1954	allowed	{'VERB': 0.6}
1955	supplement	{'VERB': 0.6}
1956	depositions	{'NOUN': 0.7}
1957	already	{'ADV': 0.7}
1958	referred	{'VERB': 0.6}
1959	sworn	{'VERB': 0.6}
1960	requested	{'VERB': 0.6}
1961	additional	{'ADJ': 0.8}
1962	discovery	{'NOUN': 0.7}
1963	clarify	{'VERB': 0.6}
1964	affiliates	{'NOUN': 0.7}
1965	considering	{'VERB': 0.6}
1966	supplementary	{'ADJ': 0.8}
1967	subsequent	{'ADJ': 0.8}
1968	explains	{'VERB': 0.6}
1969	amplifies	{'VERB': 0.6}
1970	upon	{'SCONJ': 0.4}
1971	opaque	{'ADJ': 0.8}
1972	consideration	{'NOUN': 0.7}
1973	opposition	{'NOUN': 0.7}
1974	gillen	{'PROPN': 0.9}
1975	fallon	{'PROPN': 0.9}
1976	ambulance	{'NOUN': 0.7}
1977	serv	{'NOUN': 0.7}
1978	283	{'NUM': 0.4}
1979	11	{'NUM': 0.4}
1980	2002	{'NUM': 0.4}
1981	generates	{'VERB': 0.6}
1982	much	{'ADV': 0.7}
1983	sound	{'ADJ': 0.8}
1984	fury	{'NOUN': 0.7}
1985	arguing	{'VERB': 0.6}
1986	conflict	{'NOUN': 0.7}
1987	creating	{'VERB': 0.6}
1988	triable	{'ADJ': 0.8}
1989	purportedly	{'ADV': 0.7}
1990	contradictory	{'ADJ': 0.8}
1991	shows	{'VERB': 0.6}
1992	deponents	{'NOUN': 0.7}
1993	thoroughly	{'ADV': 0.7}
1994	knowledgeable	{'ADJ': 0.8}
1995	perhaps	{'ADV': 0.7}
1996	ideally	{'ADV': 0.7}
1997	construing	{'VERB': 0.6}
1998	competitors	{'NOUN': 0.7}
1999	numberâ€“based	{'VERB': 0.6}
2000	existed	{'VERB': 0.6}
2001	documentary	{'ADJ': 0.8}
2002	similarly	{'ADV': 0.7}
2003	complaints	{'NOUN': 0.7}
2004	next	{'ADJ': 0.8}
2005	step	{'NOUN': 0.7}
2006	communicating	{'VERB': 0.6}
2007	aptly	{'ADV': 0.7}
2008	receipt	{'NOUN': 0.7}
2009	automatically	{'ADV': 0.7}
2010	complaint	{'NOUN': 0.7}
2011	initiates	{'VERB': 0.6}
2012	multi	{'ADJ': 0.8}
2013	example	{'NOUN': 0.7}
2014	letter	{'NOUN': 0.7}
2015	agency	{'NOUN': 0.7}
2016	perform	{'VERB': 0.6}
2017	initial	{'ADJ': 0.8}
2018	specifically	{'ADV': 0.7}
2019	                 	{'SPACE': 0}
2020	difficult	{'ADJ': 0.8}
2021	decipher	{'VERB': 0.6}
2022	often	{'ADV': 0.7}
2023	proceeding	{'NOUN': 0.7}
2024	check	{'NOUN': 0.7}
2025	ensure	{'VERB': 0.6}
2026	understanding	{'VERB': 0.6}
2027	accurate	{'ADJ': 0.8}
2028	i.e.	{'X': 0.4}
2029	indeed	{'ADV': 0.7}
2030	belief	{'NOUN': 0.7}
2031	match	{'NOUN': 0.7}
2032	sees	{'VERB': 0.6}
2033	file	{'VERB': 0.6}
2034	seek	{'VERB': 0.6}
2035	resolve	{'VERB': 0.6}
2036	discrepancy	{'NOUN': 0.7}
2037	without	{'ADP': 0.4}
2038	contacting	{'NOUN': 0.7}
2039	listed	{'VERB': 0.6}
2040	171	{'NUM': 0.4}
2041	faxed	{'VERB': 0.6}
2042	communication	{'NOUN': 0.7}
2043	regarding	{'VERB': 0.6}
2044	document	{'NOUN': 0.7}
2045	significance	{'NOUN': 0.7}
2046	typed	{'VERB': 0.6}
2047	content	{'NOUN': 0.7}
2048	fax	{'NOUN': 0.7}
2049	handwritten	{'ADJ': 0.8}
2050	jotted	{'VERB': 0.6}
2051	conversation	{'NOUN': 0.7}
2052	customer	{'NOUN': 0.7}
2053	service	{'NOUN': 0.7}
2054	representative	{'ADJ': 0.8}
2055	sherry	{'NOUN': 0.7}
2056	wyman	{'PROPN': 0.9}
2057	ms	{'PROPN': 0.9}
2058	corrections]4	{'PROPN': 0.9}
2059	bureau	{'NOUN': 0.7}
2060	allow	{'VERB': 0.6}
2061	90â€“120	{'NUM': 0.4}
2062	days	{'NOUN': 0.7}
2063	include	{'VERB': 0.6}
2064	wrong	{'ADJ': 0.8}
2065	open	{'VERB': 0.6}
2066	history	{'NOUN': 0.7}
2067	too	{'ADV': 0.7}
2068	suggestion	{'NOUN': 0.7}
2069	appears	{'VERB': 0.6}
2070	written	{'VERB': 0.6}
2071	word	{'NOUN': 0.7}
2072	maintains	{'VERB': 0.6}
2073	meant	{'VERB': 0.6}
2074	choice	{'NOUN': 0.7}
2075	alter	{'VERB': 0.6}
2076	analysis	{'NOUN': 0.7}
2077	department	{'PROPN': 0.9}
2078	handled	{'VERB': 0.6}
2079	piece	{'NOUN': 0.7}
2080	pair	{'NOUN': 0.7}
2081	letters	{'NOUN': 0.7}
2082	equifax	{'PROPN': 0.9}
2083	acknowledge	{'VERB': 0.6}
2084	completion	{'NOUN': 0.7}
2085	source	{'NOUN': 0.7}
2086	juror	{'NOUN': 0.7}
2087	capacity	{'NOUN': 0.7}
2088	language	{'NOUN': 0.7}
2089	unreasonable	{'ADJ': 0.8}
2090	proceed	{'VERB': 0.6}
2091	agreed	{'VERB': 0.6}
2092	late	{'ADJ': 0.8}
2093	predicate	{'NOUN': 0.7}
2094	nowhere	{'ADV': 0.7}
2095	unlikely	{'ADJ': 0.8}
2096	identified	{'VERB': 0.6}
2097	requiring	{'VERB': 0.6}
2098	formal	{'ADJ': 0.8}
2099	t]his	{'DET': 0.4}
2100	creditor	{'NOUN': 0.7}
2101	verified	{'VERB': 0.6}
2102	balance	{'NOUN': 0.7}
2103	correctly	{'ADV': 0.7}
2104	conspicuously	{'ADV': 0.7}
2105	absent	{'VERB': 0.6}
2106	paragraph	{'NOUN': 0.7}
2107	dealing	{'NOUN': 0.7}
2108	memorialized	{'VERB': 0.6}
2109	verification	{'NOUN': 0.7}
2110	discussing	{'VERB': 0.6}
2111	suggests	{'VERB': 0.6}
2112	communicated	{'VERB': 0.6}
2113	hence	{'ADV': 0.7}
2114	negative	{'ADJ': 0.8}
2115	implication	{'NOUN': 0.7}
2116	cut	{'VERB': 0.6}
2117	proposition	{'NOUN': 0.7}
2118	support.5	{'PROPN': 0.9}
2119	costs	{'NOUN': 0.7}
2120	highlights	{'NOUN': 0.7}
2121	reinvestigate	{'VERB': 0.6}
2122	reinvestigation	{'NOUN': 0.7}
2123	art	{'NOUN': 0.7}
2124	refers	{'VERB': 0.6}
2125	reevaluation	{'NOUN': 0.7}
2126	1681i(a)(1)(a	{'NUM': 0.4}
2127	i]f	{'PUNCT': 0}
2128	item	{'NOUN': 0.7}
2129	notifies	{'VERB': 0.6}
2130	indirectly	{'ADV': 0.7}
2131	reseller	{'NOUN': 0.7}
2132	shall	{'AUX': 0.4}
2133	determine	{'VERB': 0.6}
2134	inaccurate	{'ADJ': 0.8}
2135	correia	{'PROPN': 0.9}
2136	feeney	{'PROPN': 0.9}
2137	nathaniel	{'PROPN': 0.9}
2138	gorton	{'PROPN': 0.9}
2139	boudin	{'PROPN': 0.9}
2140	leon	{'PROPN': 0.9}
2141	blais	{'PROPN': 0.9}
2142	parent	{'NOUN': 0.7}
2143	nicole	{'PROPN': 0.9}
2144	murati	{'NOUN': 0.7}
2145	ferrer	{'PROPN': 0.9}
2146	corporation	{'NOUN': 0.7}
2147	boston	{'PROPN': 0.9}
2148	sued	{'VERB': 0.6}
2149	sergeant	{'NOUN': 0.7}
2150	detective	{'PROPN': 0.9}
2151	rights	{'NOUN': 0.7}
2152	excessive	{'ADJ': 0.8}
2153	allowing	{'VERB': 0.6}
2154	careful	{'ADJ': 0.8}
2155	handling	{'NOUN': 0.7}
2156	accordingly	{'ADV': 0.7}
2157	relate	{'VERB': 0.6}
2158	2001	{'NUM': 0.4}
2159	routine	{'NOUN': 0.7}
2160	road	{'NOUN': 0.7}
2161	construction	{'NOUN': 0.7}
2162	detail	{'NOUN': 0.7}
2163	intersection	{'NOUN': 0.7}
2164	brook	{'NOUN': 0.7}
2165	avenue	{'PROPN': 0.9}
2166	cottage	{'NOUN': 0.7}
2167	hurry	{'NOUN': 0.7}
2168	deliver	{'VERB': 0.6}
2169	insulin	{'NOUN': 0.7}
2170	diabetic	{'NOUN': 0.7}
2171	mother	{'NOUN': 0.7}
2172	house	{'NOUN': 0.7}
2173	owned	{'VERB': 0.6}
2174	side	{'NOUN': 0.7}
2175	driveway	{'NOUN': 0.7}
2176	access	{'NOUN': 0.7}
2177	pulled	{'VERB': 0.6}
2178	across	{'ADP': 0.4}
2179	parked	{'VERB': 0.6}
2180	spaces	{'NOUN': 0.7}
2181	empty	{'ADJ': 0.8}
2182	altercation	{'NOUN': 0.7}
2183	assaulted	{'VERB': 0.6}
2184	battered	{'ADJ': 0.8}
2185	falsely	{'ADV': 0.7}
2186	arrested	{'VERB': 0.6}
2187	provocation	{'NOUN': 0.7}
2188	justification	{'NOUN': 0.7}
2189	violation	{'NOUN': 0.7}
2190	constitutional	{'ADJ': 0.8}
2191	august	{'PROPN': 0.9}
2192	defendants.1	{'NOUN': 0.7}
2193	proceeded	{'VERB': 0.6}
2194	slightly	{'ADV': 0.7}
2195	deliberation	{'NOUN': 0.7}
2196	pursuant	{'ADJ': 0.8}
2197	59	{'NUM': 0.4}
2198	purporting	{'VERB': 0.6}
2199	grant	{'VERB': 0.6}
2200	04	{'NUM': 0.4}
2201	11335	{'NUM': 0.4}
2202	nov	{'PROPN': 0.9}
2203	clerical	{'ADJ': 0.8}
2204	remanded	{'VERB': 0.6}
2205	proceedings	{'NOUN': 0.7}
2206	08	{'NUM': 0.4}
2207	1090	{'NUM': 0.4}
2208	sept	{'PROPN': 0.9}
2209	23	{'NUM': 0.4}
2210	weight	{'NOUN': 0.7}
2211	responding	{'VERB': 0.6}
2212	posed	{'VERB': 0.6}
2213	unfair	{'ADJ': 0.8}
2214	confusing	{'ADJ': 0.8}
2215	misleading	{'ADJ': 0.8}
2216	fashion	{'NOUN': 0.7}
2217	permitting	{'VERB': 0.6}
2218	prejudicial	{'ADJ': 0.8}
2219	outcome	{'NOUN': 0.7}
2220	miscarriage	{'NOUN': 0.7}
2221	justice	{'PROPN': 0.9}
2222	goulet	{'PROPN': 0.9}
2223	penn	{'PROPN': 0.9}
2224	34	{'NUM': 0.4}
2225	davis	{'PROPN': 0.9}
2226	geck	{'PROPN': 0.9}
2227	167	{'NUM': 0.4}
2228	727	{'NUM': 0.4}
2229	731	{'NUM': 0.4}
2230	1999	{'NUM': 0.4}
2231	owe	{'PROPN': 0.9}
2232	deference	{'NOUN': 0.7}
2233	determination	{'NOUN': 0.7}
2234	jennings	{'PROPN': 0.9}
2235	jones	{'PROPN': 0.9}
2236	587	{'NUM': 0.4}
2237	430	{'NUM': 0.4}
2238	437	{'NUM': 0.4}
2239	reading	{'VERB': 0.6}
2240	dry	{'PROPN': 0.9}
2241	pages	{'NOUN': 0.7}
2242	experience	{'VERB': 0.6}
2243	alston	{'PROPN': 0.9}
2244	974	{'NUM': 0.4}
2245	1206	{'NUM': 0.4}
2246	1212	{'NUM': 0.4}
2247	9th	{'ADJ': 0.8}
2248	unlike	{'ADP': 0.4}
2249	engage	{'VERB': 0.6}
2250	winner	{'NOUN': 0.7}
2251	438	{'NUM': 0.4}
2252	reverse	{'VERB': 0.6}
2253	abused	{'VERB': 0.6}
2254	436	{'NUM': 0.4}
2255	37	{'NUM': 0.4}
2256	n.7	{'PROPN': 0.9}
2257	cites	{'VERB': 0.6}
2258	corroborating	{'ADJ': 0.8}
2259	purported	{'VERB': 0.6}
2260	contradictions	{'NOUN': 0.7}
2261	deliberations	{'NOUN': 0.7}
2262	supports	{'VERB': 0.6}
2263	conclusion	{'NOUN': 0.7}
2264	sync	{'NOUN': 0.7}
2265	presented	{'VERB': 0.6}
2266	disagree	{'VERB': 0.6}
2267	core	{'NOUN': 0.7}
2268	unlawful	{'ADJ': 0.8}
2269	involves	{'VERB': 0.6}
2270	interaction	{'NOUN': 0.7}
2271	spoke	{'VERB': 0.6}
2272	confronted	{'VERB': 0.6}
2273	prevail	{'VERB': 0.6}
2274	employed	{'VERB': 0.6}
2275	morelli	{'PROPN': 0.9}
2276	webster	{'PROPN': 0.9}
2277	probable	{'ADJ': 0.8}
2278	essence	{'NOUN': 0.7}
2279	behavior	{'NOUN': 0.7}
2280	confrontation	{'NOUN': 0.7}
2281	unwarranted	{'ADJ': 0.8}
2282	accounts	{'NOUN': 0.7}
2283	keys	{'NOUN': 0.7}
2284	grabbed	{'VERB': 0.6}
2285	twisted	{'ADJ': 0.8}
2286	arm	{'NOUN': 0.7}
2287	window	{'NOUN': 0.7}
2288	opened	{'VERB': 0.6}
2289	door	{'NOUN': 0.7}
2290	punching	{'VERB': 0.6}
2291	insisted	{'VERB': 0.6}
2292	punch	{'VERB': 0.6}
2293	ensuing	{'VERB': 0.6}
2294	scuffle	{'NOUN': 0.7}
2295	grip	{'NOUN': 0.7}
2296	impeded	{'VERB': 0.6}
2297	breathing	{'NOUN': 0.7}
2298	bit	{'NOUN': 0.7}
2299	remove	{'VERB': 0.6}
2300	prompting	{'VERB': 0.6}
2301	bite	{'NOUN': 0.7}
2302	release	{'NOUN': 0.7}
2303	thus	{'ADV': 0.7}
2304	decide	{'VERB': 0.6}
2305	â€śit	{'NOUN': 0.7}
2306	axiomatic	{'ADJ': 0.8}
2307	exceptional	{'ADJ': 0.8}
2308	decided	{'VERB': 0.6}
2309	978	{'NUM': 0.4}
2310	746	{'NUM': 0.4}
2311	748	{'NUM': 0.4}
2312	corroborated	{'VERB': 0.6}
2313	transpired	{'VERB': 0.6}
2314	harming	{'VERB': 0.6}
2315	overlooks	{'NOUN': 0.7}
2316	asserted	{'VERB': 0.6}
2317	came	{'VERB': 0.6}
2318	scene	{'NOUN': 0.7}
2319	assist	{'VERB': 0.6}
2320	stomping	{'VERB': 0.6}
2321	beaten	{'VERB': 0.6}
2322	removed	{'VERB': 0.6}
2323	damaging	{'ADJ': 0.8}
2324	assessing	{'VERB': 0.6}
2325	clearly	{'ADV': 0.7}
2326	trial.2	{'PROPN': 0.9}
2327	inter	{'NOUN': 0.7}
2328	alia	{'NOUN': 0.7}
2329	fourth	{'NOUN': 0.7}
2330	amendment	{'NOUN': 0.7}
2331	implicated	{'VERB': 0.6}
2332	vehicle	{'NOUN': 0.7}
2333	enter	{'VERB': 0.6}
2334	"registration?""3"	{'NOUN': 0.7}
2335	summoning	{'VERB': 0.6}
2336	respond	{'VERB': 0.6}
2337	planned	{'VERB': 0.6}
2338	short	{'ADJ': 0.8}
2339	yes	{'INTJ': 0.4}
2340	instructions	{'NOUN': 0.7}
2341	proposal	{'NOUN': 0.7}
2342	reply	{'NOUN': 0.7}
2343	renewed	{'VERB': 0.6}
2344	refer	{'VERB': 0.6}
2345	stating	{'VERB': 0.6}
2346	develop	{'VERB': 0.6}
2347	briefing	{'NOUN': 0.7}
2348	zannino	{'PROPN': 0.9}
2349	17	{'NUM': 0.4}
2350	referring	{'VERB': 0.6}
2351	refusal	{'NOUN': 0.7}
2352	registration	{'NOUN': 0.7}
2353	proposed	{'VERB': 0.6}
2354	renew	{'VERB': 0.6}
2355	read	{'VERB': 0.6}
2356	deciding	{'VERB': 0.6}
2357	flawed	{'VERB': 0.6}
2358	validity	{'NOUN': 0.7}
2359	namely	{'ADV': 0.7}
2360	emphasized	{'VERB': 0.6}
2361	reviewing	{'VERB': 0.6}
2362	adequate	{'ADJ': 0.8}
2363	presses	{'VERB': 0.6}
2364	bos	{'PROPN': 0.9}
2365	co.	{'PROPN': 0.9}
2366	century	{'NOUN': 0.7}
2367	indem	{'VERB': 0.6}
2368	529	{'NUM': 0.4}
2369	changed	{'VERB': 0.6}
2370	prompted	{'VERB': 0.6}
2371	satisfied	{'ADJ': 0.8}
2372	booker	{'PROPN': 0.9}
2373	dep't	{'PROPN': 0.9}
2374	pub	{'NOUN': 0.7}
2375	health	{'NOUN': 0.7}
2376	1082	{'NUM': 0.4}
2377	2776627	{'NUM': 0.4}
2378	regardless	{'ADV': 0.7}
2379	reviewed	{'VERB': 0.6}
2380	preserved	{'VERB': 0.6}
2381	davignon	{'PROPN': 0.9}
2382	hodgson	{'PROPN': 0.9}
2383	91	{'NUM': 0.4}
2384	108	{'NUM': 0.4}
2385	merit	{'NOUN': 0.7}
2386	assertion	{'NOUN': 0.7}
2387	somehow	{'ADV': 0.7}
2388	truth	{'NOUN': 0.7}
2389	hypothetical	{'ADJ': 0.8}
2390	bollenbach	{'PROPN': 0.9}
2391	326	{'NUM': 0.4}
2392	612	{'NUM': 0.4}
2393	13	{'NUM': 0.4}
2394	1946	{'NUM': 0.4}
2395	explicit	{'ADJ': 0.8}
2396	difficulties	{'NOUN': 0.7}
2397	concrete	{'ADJ': 0.8}
2398	token	{'PROPN': 0.9}
2399	answering	{'VERB': 0.6}
2400	emphasize	{'VERB': 0.6}
2401	concerned	{'VERB': 0.6}
2402	framed	{'VERB': 0.6}
2403	diminish	{'VERB': 0.6}
2404	reminder	{'NOUN': 0.7}
2405	entirety	{'NOUN': 0.7}
2406	avoided	{'VERB': 0.6}
2407	undue	{'ADJ': 0.8}
2408	offering	{'NOUN': 0.7}
2409	comment	{'VERB': 0.6}
2410	deal	{'VERB': 0.6}
2411	sum	{'NOUN': 0.7}
2412	unduly	{'ADV': 0.7}
2413	complicating	{'VERB': 0.6}
2414	incorrect	{'ADJ': 0.8}
2415	adversely	{'ADV': 0.7}
2416	affect	{'VERB': 0.6}
2417	stark	{'ADJ': 0.8}
2418	499	{'NUM': 0.4}
2419	79	{'NUM': 0.4}
2420	served	{'VERB': 0.6}
2421	prejudice	{'NOUN': 0.7}
2422	white	{'ADJ': 0.8}
2423	framing	{'VERB': 0.6}
2424	minority	{'NOUN': 0.7}
2425	interloper	{'NOUN': 0.7}
2426	freeloader	{'NOUN': 0.7}
2427	deadbeat	{'NOUN': 0.7}
2428	opportunist	{'NOUN': 0.7}
2429	carried	{'VERB': 0.6}
2430	potential	{'ADJ': 0.8}
2431	excluded	{'VERB': 0.6}
2432	403	{'NUM': 0.4}
2433	unfortunately	{'ADV': 0.7}
2434	set	{'VERB': 0.6}
2435	stage	{'NOUN': 0.7}
2436	admission	{'NOUN': 0.7}
2437	udemba	{'NOUN': 0.7}
2438	nicoli	{'PROPN': 0.9}
2439	237	{'NUM': 0.4}
2440	answered	{'VERB': 0.6}
2441	several	{'ADJ': 0.8}
2442	establishing	{'VERB': 0.6}
2443	revealed	{'VERB': 0.6}
2444	native	{'ADJ': 0.8}
2445	cape	{'PROPN': 0.9}
2446	verde	{'PROPN': 0.9}
2447	resided	{'VERB': 0.6}
2448	1978	{'NUM': 0.4}
2449	citizen	{'NOUN': 0.7}
2450	1981	{'NUM': 0.4}
2451	speaks	{'VERB': 0.6}
2452	little	{'ADJ': 0.8}
2453	injured	{'VERB': 0.6}
2454	workplace	{'NOUN': 0.7}
2455	residing	{'VERB': 0.6}
2456	owns	{'VERB': 0.6}
2457	manages	{'VERB': 0.6}
2458	multifamily	{'ADJ': 0.8}
2459	properties	{'NOUN': 0.7}
2460	rents	{'NOUN': 0.7}
2461	housing	{'NOUN': 0.7}
2462	recipients	{'NOUN': 0.7}
2463	pursued	{'VERB': 0.6}
2464	disclosed	{'VERB': 0.6}
2465	q.	{'PROPN': 0.9}
2466	defense	{'NOUN': 0.7}
2467	briefly	{'ADV': 0.7}
2468	got	{'VERB': 0.6}
2469	mr	{'PROPN': 0.9}
2470	disability	{'NOUN': 0.7}
2471	've	{'AUX': 0.4}
2472	1982	{'NUM': 0.4}
2473	type	{'NOUN': 0.7}
2474	shoulder	{'NOUN': 0.7}
2475	injury	{'NOUN': 0.7}
2476	understand	{'VERB': 0.6}
2477	hand	{'NOUN': 0.7}
2478	write	{'VERB': 0.6}
2479	drive	{'NOUN': 0.7}
2480	          	{'SPACE': 0}
2481	okay	{'INTJ': 0.4}
2482	money	{'NOUN': 0.7}
2483	sue	{'VERB': 0.6}
2484	pension	{'PROPN': 0.9}
2485	getting	{'VERB': 0.6}
2486	week	{'NOUN': 0.7}
2487	amount	{'NOUN': 0.7}
2488	receiving	{'VERB': 0.6}
2489	acquired	{'VERB': 0.6}
2490	pieces	{'NOUN': 0.7}
2491	family	{'PROPN': 0.9}
2492	houses	{'NOUN': 0.7}
2493	bought	{'VERB': 0.6}
2494	rent	{'NOUN': 0.7}
2495	certificate	{'NOUN': 0.7}
2496	good	{'ADJ': 0.8}
2497	thing	{'NOUN': 0.7}
2498	count	{'NOUN': 0.7}
2499	regular	{'ADJ': 0.8}
2500	payment	{'NOUN': 0.7}
2501	gets	{'VERB': 0.6}
2502	honor	{'VERB': 0.6}
2503	irrelevant	{'ADJ': 0.8}
2504	continued	{'VERB': 0.6}
2505	press	{'NOUN': 0.7}
2506	skills	{'NOUN': 0.7}
2507	presumably	{'ADV': 0.7}
2508	counter	{'VERB': 0.6}
2509	limited	{'ADJ': 0.8}
2510	directions	{'NOUN': 0.7}
2511	parking	{'NOUN': 0.7}
2512	space	{'NOUN': 0.7}
2513	reaching	{'VERB': 0.6}
2514	merits	{'NOUN': 0.7}
2515	applies	{'VERB': 0.6}
2516	bedrock	{'NOUN': 0.7}
2517	principle	{'NOUN': 0.7}
2518	unsuccessfully	{'ADV': 0.7}
2519	objects	{'VERB': 0.6}
2520	introduction	{'NOUN': 0.7}
2521	entirely	{'ADV': 0.7}
2522	forfeiting	{'VERB': 0.6}
2523	usual	{'ADJ': 0.8}
2524	14-	{'NUM': 0.4}
2525	103(a)(1	{'NUM': 0.4}
2526	predicated	{'VERB': 0.6}
2527	admitting	{'VERB': 0.6}
2528	timely	{'ADJ': 0.8}
2529	strike	{'VERB': 0.6}
2530	specific	{'ADJ': 0.8}
2531	apparent	{'ADJ': 0.8}
2532	objected	{'VERB': 0.6}
2533	objecting	{'VERB': 0.6}
2534	probative	{'ADJ': 0.8}
2535	value	{'NOUN': 0.7}
2536	inadmissible	{'ADJ': 0.8}
2537	402	{'NUM': 0.4}
2538	nature	{'NOUN': 0.7}
2539	attempts	{'VERB': 0.6}
2540	opportunity	{'NOUN': 0.7}
2541	mardirosian	{'PROPN': 0.9}
2542	602	{'NUM': 0.4}
2543	current	{'ADJ': 0.8}
2544	affected	{'VERB': 0.6}
2545	needed	{'VERB': 0.6}
2546	kmart	{'PROPN': 0.9}
2547	177	{'NUM': 0.4}
2548	reversal	{'NOUN': 0.7}
2549	demonstration	{'NOUN': 0.7}
2550	miscarried	{'VERB': 0.6}
2551	fairness	{'NOUN': 0.7}
2552	compromised	{'VERB': 0.6}
2553	hadfield	{'PROPN': 0.9}
2554	918	{'NUM': 0.4}
2555	987	{'NUM': 0.4}
2556	995	{'NUM': 0.4}
2557	cert	{'NOUN': 0.7}
2558	500	{'NUM': 0.4}
2559	936	{'NUM': 0.4}
2560	experienced	{'VERB': 0.6}
2561	speak	{'VERB': 0.6}
2562	concerns	{'NOUN': 0.7}
2563	allowance	{'NOUN': 0.7}
2564	grave	{'ADJ': 0.8}
2565	satisfy	{'VERB': 0.6}
2566	                                                 	{'SPACE': 0}
2567	1100	{'NUM': 0.4}
2568	jiao	{'PROPN': 0.9}
2569	hua	{'PROPN': 0.9}
2570	huang	{'PROPN': 0.9}
2571	selya	{'PROPN': 0.9}
2572	wei	{'PROPN': 0.9}
2573	jia	{'PROPN': 0.9}
2574	ada	{'NOUN': 0.7}
2575	bosque	{'PROPN': 0.9}
2576	senior	{'ADJ': 0.8}
2577	peachey	{'PROPN': 0.9}
2578	china	{'PROPN': 0.9}
2579	application	{'NOUN': 0.7}
2580	adopting	{'VERB': 0.6}
2581	remand	{'NOUN': 0.7}
2582	demonstrate	{'VERB': 0.6}
2583	resistance	{'NOUN': 0.7}
2584	coercive	{'ADJ': 0.8}
2585	population	{'NOUN': 0.7}
