	verdict	intersection
95	198734.json	[30, 32, 33, 43, 45, 76, 92, 123, 144, 154, 155, 157, 162, 167, 184, 188, 190, 193, 206, 216, 232, 253, 262, 263, 288, 317, 321, 344, 388, 418, 421, 501, 504, 570, 582, 616, 722, 733, 738, 746, 754, 762, 798, 803, 811, 818, 850, 925, 939, 945, 946, 952, 987, 989, 1016, 1017, 1034, 1036, 1093, 1094, 1096, 1133, 1156, 1206, 1223, 1224, 1254, 1278, 1342, 1349, 1358, 1370, 1375]
96	198737.json	[12, 15, 37, 55, 96, 112, 121, 126, 165, 201, 203, 214, 236, 287, 325, 345, 349, 361, 381, 400, 408, 434, 437, 454, 463, 473, 476, 477, 489, 494, 502, 515, 541, 542, 545, 557, 561, 577, 584, 603, 610, 625, 634, 637, 652, 653, 676, 691, 698, 719, 727, 730, 784, 809, 836, 859, 865, 874, 882, 888, 893, 906, 954, 958, 964, 993, 1000, 1026, 1046, 1051, 1053, 1056, 1065, 1102, 1126, 1136, 1146, 1151, 1153, 1154, 1158, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1194, 1196, 1201, 1207, 1214, 1220, 1285, 1286, 1335, 1338, 1352, 1367, 1373, 1376, 1393]
97	198739.json	[20, 25, 40, 43, 45, 48, 66, 76, 92, 232, 241, 264, 299, 308, 313, 326, 367, 398, 418, 424, 447, 458, 460, 467, 503, 510, 514, 543, 591, 592, 599, 601, 644, 662, 666, 673, 702, 712, 733, 742, 762, 775, 797, 812, 818, 831, 850, 871, 875, 895, 899, 912, 944, 946, 952, 979, 983, 988, 994, 1007, 1017, 1135, 1155, 1157, 1176, 1191, 1206, 1208, 1211, 1212, 1223, 1226, 1247, 1253, 1264, 1265, 1277, 1294, 1304, 1319, 1331, 1333, 1349, 1375, 1388, 1392]
98	198740.json	[7, 19, 23, 44, 100, 104, 107, 114, 115, 143, 151, 182, 219, 231, 235, 244, 246, 250, 257, 276, 307, 328, 347, 362, 368, 371, 376, 385, 390, 392, 419, 429, 430, 433, 461, 465, 478, 484, 496, 500, 507, 513, 516, 530, 538, 550, 569, 579, 580, 581, 606, 607, 617, 620, 621, 640, 693, 695, 718, 757, 764, 785, 808, 833, 843, 846, 876, 886, 913, 914, 919, 933, 948, 956, 970, 1037, 1045, 1073, 1085, 1124, 1138, 1213, 1217, 1231, 1234, 1237, 1239, 1251, 1256, 1269, 1281, 1292, 1302, 1308, 1323, 1350, 1361, 1369]
99	198741.json	[15, 37, 93, 112, 121, 126, 165, 201, 203, 214, 236, 265, 266, 271, 279, 287, 319, 325, 361, 381, 389, 400, 408, 437, 448, 454, 463, 470, 471, 477, 489, 494, 502, 515, 541, 542, 545, 556, 567, 577, 584, 603, 610, 634, 637, 652, 653, 676, 691, 698, 708, 719, 730, 784, 788, 795, 809, 810, 836, 837, 841, 859, 865, 874, 885, 892, 896, 958, 964, 993, 1026, 1046, 1051, 1053, 1056, 1065, 1086, 1115, 1126, 1136, 1146, 1153, 1158, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1194, 1200, 1201, 1207, 1220, 1246, 1286, 1335, 1338, 1352, 1367, 1376, 1393]
100	198742.json	[7, 19, 44, 84, 100, 102, 104, 107, 202, 219, 244, 246, 247, 251, 252, 259, 260, 297, 307, 328, 338, 347, 350, 362, 368, 385, 390, 391, 392, 430, 433, 445, 461, 465, 500, 507, 513, 517, 529, 530, 550, 565, 566, 574, 580, 604, 607, 620, 693, 695, 713, 718, 743, 753, 757, 777, 785, 796, 808, 846, 856, 867, 876, 877, 886, 900, 904, 933, 956, 962, 970, 971, 1014, 1024, 1062, 1073, 1088, 1098, 1138, 1213, 1217, 1234, 1237, 1238, 1250, 1251, 1255, 1269, 1270, 1278, 1279, 1281, 1292, 1306, 1308, 1314, 1318, 1361, 1365]
101	198744.json	[13, 20, 43, 45, 48, 66, 92, 102, 119, 127, 137, 153, 154, 188, 191, 202, 241, 273, 313, 317, 391, 393, 398, 406, 424, 428, 458, 518, 544, 549, 554, 558, 570, 589, 591, 599, 601, 624, 645, 665, 666, 673, 686, 692, 702, 705, 713, 715, 738, 742, 750, 797, 831, 845, 848, 850, 895, 900, 934, 938, 946, 952, 956, 979, 988, 994, 1004, 1007, 1015, 1017, 1036, 1050, 1058, 1082, 1090, 1099, 1110, 1118, 1135, 1157, 1178, 1187, 1191, 1206, 1212, 1217, 1223, 1225, 1226, 1277, 1278, 1280, 1304, 1331, 1333, 1370]
102	198745.json	[66, 83, 95, 103, 105, 145, 152, 156, 160, 176, 192, 215, 234, 267, 273, 304, 334, 337, 364, 365, 377, 382, 393, 407, 425, 431, 432, 449, 469, 493, 498, 518, 544, 558, 571, 587, 589, 591, 599, 631, 639, 642, 659, 662, 678, 686, 690, 712, 715, 762, 775, 797, 850, 915, 931, 934, 936, 938, 944, 957, 973, 979, 990, 994, 997, 999, 1002, 1003, 1004, 1005, 1015, 1089, 1112, 1125, 1135, 1139, 1197, 1206, 1208, 1212, 1215, 1247, 1265, 1282, 1312, 1313, 1331, 1357, 1375, 1391]
103	198746.json	[19, 39, 59, 164, 174, 175, 206, 251, 314, 343, 358, 409, 410, 428, 430, 433, 456, 461, 512, 514, 529, 534, 554, 565, 574, 607, 615, 660, 688, 692, 709, 729, 748, 765, 777, 779, 824, 827, 834, 861, 876, 883, 890, 903, 909, 920, 941, 951, 956, 965, 985, 1014, 1030, 1059, 1060, 1071, 1098, 1103, 1110, 1131, 1182, 1213, 1238, 1251, 1255, 1281, 1318, 1334, 1349, 1370, 1392]
104	198748.json	[7, 43, 45, 76, 92, 113, 115, 144, 151, 154, 167, 175, 206, 216, 231, 240, 253, 280, 288, 306, 313, 314, 317, 328, 329, 330, 348, 358, 371, 390, 391, 421, 428, 479, 484, 486, 496, 538, 549, 554, 570, 581, 598, 601, 607, 633, 645, 692, 713, 754, 762, 781, 804, 818, 830, 848, 863, 866, 889, 920, 939, 942, 945, 952, 956, 987, 1035, 1036, 1071, 1077, 1108, 1110, 1206, 1217, 1223, 1225, 1239, 1298, 1305, 1322, 1334, 1378]
105	198749.json	[18, 31, 43, 45, 48, 49, 54, 65, 66, 88, 117, 119, 152, 188, 192, 208, 213, 234, 241, 302, 337, 354, 364, 366, 367, 393, 398, 406, 407, 413, 422, 425, 458, 466, 469, 481, 499, 503, 553, 558, 559, 589, 591, 595, 599, 642, 659, 665, 666, 686, 715, 726, 761, 776, 787, 797, 801, 832, 850, 871, 875, 887, 899, 910, 943, 961, 979, 982, 988, 994, 1015, 1050, 1081, 1089, 1112, 1125, 1174, 1190, 1192, 1215, 1216, 1221, 1236, 1249, 1277, 1289, 1301, 1316, 1357, 1368, 1371, 1388, 1390]
106	198751.json	[17, 20, 43, 45, 65, 73, 85, 86, 92, 116, 120, 152, 154, 156, 176, 213, 264, 282, 299, 304, 305, 308, 388, 397, 411, 422, 424, 452, 458, 466, 469, 482, 491, 503, 537, 587, 589, 591, 599, 611, 644, 664, 673, 686, 689, 740, 749, 750, 762, 797, 799, 801, 850, 887, 894, 934, 946, 950, 963, 994, 996, 1004, 1007, 1031, 1033, 1036, 1041, 1076, 1090, 1109, 1117, 1125, 1135, 1174, 1176, 1178, 1185, 1191, 1197, 1206, 1211, 1223, 1225, 1253, 1265, 1268, 1282, 1295, 1299, 1301, 1319, 1326, 1331, 1333, 1381]
107	198752.json	[33, 43, 73, 76, 86, 92, 120, 154, 155, 176, 181, 213, 253, 282, 304, 308, 313, 315, 329, 331, 377, 388, 411, 452, 487, 537, 599, 601, 616, 645, 655, 664, 670, 681, 712, 720, 740, 762, 799, 810, 818, 837, 882, 912, 934, 946, 952, 960, 969, 996, 999, 1004, 1007, 1017, 1033, 1036, 1041, 1049, 1076, 1090, 1110, 1135, 1174, 1176, 1191, 1195, 1206, 1211, 1223, 1225, 1244, 1253, 1265, 1268, 1299, 1319, 1331, 1333]
108	198753.json	[13, 31, 43, 49, 66, 88, 92, 102, 103, 117, 119, 127, 130, 137, 152, 153, 159, 208, 213, 222, 249, 275, 294, 302, 304, 313, 334, 337, 364, 366, 393, 398, 406, 407, 413, 425, 469, 491, 493, 498, 499, 589, 591, 599, 623, 624, 629, 642, 662, 665, 666, 686, 690, 702, 715, 735, 742, 761, 787, 812, 887, 923, 944, 979, 982, 988, 994, 1004, 1007, 1015, 1050, 1095, 1112, 1117, 1123, 1125, 1135, 1157, 1174, 1191, 1208, 1216, 1221, 1240, 1247, 1253, 1282, 1313, 1316, 1319, 1329, 1347, 1348, 1371, 1390]
109	198754.json	[6, 11, 23, 30, 32, 56, 58, 93, 113, 146, 167, 175, 196, 225, 242, 254, 265, 306, 317, 327, 341, 342, 358, 371, 396, 401, 423, 484, 488, 502, 512, 554, 563, 581, 585, 600, 607, 632, 641, 663, 677, 683, 692, 734, 748, 781, 783, 786, 792, 834, 879, 880, 884, 913, 920, 925, 939, 942, 945, 1021, 1035, 1036, 1063, 1072, 1077, 1078, 1094, 1097, 1110, 1119, 1128, 1131, 1132, 1232, 1266, 1299, 1322, 1366, 1377]
110	198755.json	[1, 19, 23, 39, 41, 82, 110, 129, 131, 174, 178, 204, 246, 250, 251, 256, 314, 328, 336, 347, 357, 373, 404, 419, 426, 428, 430, 439, 461, 465, 500, 512, 517, 529, 549, 554, 564, 565, 569, 573, 574, 615, 620, 677, 693, 709, 729, 753, 757, 777, 779, 782, 785, 824, 867, 876, 883, 890, 903, 904, 927, 933, 941, 951, 956, 962, 971, 974, 977, 985, 1014, 1024, 1030, 1058, 1072, 1103, 1104, 1137, 1138, 1188, 1204, 1213, 1230, 1231, 1234, 1238, 1255, 1269, 1279, 1281, 1306, 1318, 1395]
111	198756.json	[1, 4, 39, 82, 101, 129, 131, 164, 174, 218, 223, 251, 259, 336, 338, 343, 347, 357, 373, 404, 428, 430, 433, 455, 461, 464, 492, 500, 512, 517, 529, 531, 549, 564, 573, 574, 579, 604, 609, 688, 707, 709, 729, 743, 753, 770, 779, 796, 824, 856, 867, 868, 876, 883, 886, 904, 927, 933, 951, 956, 962, 970, 971, 974, 977, 1014, 1024, 1029, 1032, 1059, 1062, 1088, 1103, 1106, 1138, 1175, 1183, 1204, 1213, 1226, 1234, 1238, 1250, 1255, 1267, 1270, 1279, 1281, 1290, 1306, 1311, 1314, 1315, 1318, 1350, 1365, 1379]
112	198757.json	[1, 2, 4, 9, 39, 69, 118, 131, 133, 139, 174, 177, 185, 194, 220, 223, 247, 259, 270, 278, 283, 286, 295, 298, 311, 314, 338, 357, 362, 385, 410, 427, 433, 439, 443, 464, 465, 492, 500, 513, 529, 538, 565, 566, 574, 579, 588, 604, 627, 632, 709, 710, 739, 769, 782, 796, 821, 835, 867, 872, 876, 877, 881, 886, 900, 904, 928, 930, 933, 951, 971, 980, 1001, 1023, 1029, 1030, 1059, 1098, 1106, 1148, 1183, 1204, 1213, 1231, 1238, 1250, 1255, 1263, 1267, 1269, 1279, 1281, 1306, 1311, 1314, 1315, 1318, 1341, 1350, 1386]
113	198758.json	[12, 37, 96, 112, 121, 126, 165, 201, 203, 214, 224, 236, 266, 279, 290, 325, 345, 349, 361, 381, 400, 408, 420, 437, 448, 454, 463, 470, 471, 473, 476, 477, 489, 494, 502, 515, 541, 542, 545, 556, 557, 561, 577, 584, 603, 605, 610, 625, 634, 635, 637, 653, 676, 691, 694, 698, 704, 708, 719, 727, 730, 767, 806, 859, 865, 874, 888, 896, 964, 993, 1000, 1026, 1046, 1051, 1053, 1056, 1065, 1102, 1126, 1136, 1146, 1151, 1153, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1196, 1200, 1207, 1220, 1246, 1285, 1338, 1352, 1367, 1376, 1393]
114	198759.json	[3, 16, 38, 68, 73, 108, 116, 140, 156, 173, 188, 195, 200, 230, 268, 285, 296, 305, 329, 354, 372, 405, 411, 412, 416, 422, 432, 462, 479, 509, 518, 519, 526, 537, 540, 572, 599, 611, 628, 630, 644, 647, 661, 673, 686, 690, 731, 732, 740, 741, 772, 778, 797, 832, 844, 852, 875, 905, 910, 950, 957, 967, 979, 983, 996, 1005, 1008, 1019, 1027, 1031, 1049, 1081, 1089, 1109, 1135, 1147, 1155, 1184, 1190, 1206, 1216, 1223, 1245, 1265, 1268, 1277, 1288, 1289, 1297, 1299, 1305, 1312, 1313, 1328, 1354]
115	198760.json	[12, 14, 15, 37, 55, 112, 121, 126, 165, 181, 201, 203, 236, 248, 266, 279, 284, 287, 325, 345, 349, 361, 381, 400, 408, 415, 417, 434, 437, 454, 470, 471, 473, 476, 489, 494, 502, 506, 541, 542, 545, 556, 557, 561, 567, 577, 584, 603, 610, 625, 635, 637, 652, 653, 676, 691, 698, 704, 719, 727, 730, 767, 806, 809, 836, 841, 857, 859, 865, 874, 888, 896, 906, 954, 993, 1000, 1026, 1046, 1051, 1053, 1056, 1065, 1092, 1126, 1146, 1151, 1154, 1158, 1159, 1161, 1162, 1164, 1169, 1186, 1194, 1201, 1207, 1218, 1220, 1246, 1258, 1352, 1373, 1376]
116	198761.json	[25, 29, 33, 43, 45, 76, 85, 86, 144, 147, 150, 175, 193, 216, 232, 262, 263, 268, 294, 309, 317, 326, 370, 409, 418, 424, 435, 458, 468, 501, 504, 505, 510, 514, 570, 575, 592, 601, 663, 717, 733, 738, 754, 762, 775, 789, 818, 847, 848, 875, 892, 907, 912, 937, 946, 954, 969, 1017, 1031, 1036, 1094, 1110, 1131, 1155, 1177, 1182, 1195, 1206, 1210, 1226, 1244, 1280, 1293, 1294, 1304, 1332, 1370, 1372, 1375, 1385, 1392]
117	198762.json	[34, 105, 118, 133, 137, 145, 150, 174, 191, 194, 205, 221, 222, 238, 247, 251, 267, 268, 289, 294, 326, 338, 343, 358, 385, 409, 410, 433, 445, 457, 485, 529, 538, 554, 564, 593, 608, 638, 675, 692, 760, 777, 848, 856, 872, 876, 877, 889, 900, 902, 903, 904, 937, 938, 946, 956, 980, 990, 1010, 1021, 1036, 1039, 1058, 1066, 1072, 1080, 1104, 1106, 1107, 1110, 1187, 1213, 1221, 1228, 1275, 1279, 1281, 1327, 1332, 1349, 1363, 1370, 1375, 1385, 1392]
118	198765.json	[17, 20, 25, 43, 45, 48, 62, 66, 88, 123, 127, 145, 150, 188, 209, 234, 241, 252, 294, 308, 313, 359, 392, 398, 406, 424, 458, 460, 482, 491, 503, 514, 589, 591, 599, 624, 642, 658, 665, 666, 673, 686, 705, 715, 721, 738, 742, 770, 771, 797, 833, 847, 849, 850, 875, 899, 946, 975, 979, 988, 994, 1007, 1015, 1017, 1033, 1041, 1050, 1076, 1082, 1090, 1099, 1117, 1157, 1174, 1176, 1185, 1191, 1211, 1226, 1236, 1247, 1264, 1265, 1277, 1278, 1280, 1283, 1294, 1295, 1301, 1332, 1357, 1381, 1392]
119	198767.json	[43, 45, 76, 92, 144, 153, 154, 155, 157, 167, 206, 240, 253, 282, 304, 313, 315, 317, 329, 331, 370, 377, 388, 411, 418, 421, 438, 486, 487, 510, 536, 537, 570, 591, 599, 601, 616, 645, 664, 692, 733, 740, 754, 762, 775, 799, 818, 837, 850, 866, 882, 934, 939, 942, 945, 946, 952, 953, 960, 987, 999, 1003, 1004, 1007, 1017, 1035, 1036, 1049, 1093, 1096, 1108, 1135, 1155, 1195, 1206, 1210, 1223, 1225, 1253, 1262, 1265, 1319, 1331, 1333]
120	198768.json	[29, 43, 65, 85, 86, 120, 136, 145, 153, 156, 175, 194, 230, 251, 294, 302, 337, 372, 375, 397, 425, 449, 526, 544, 571, 661, 673, 674, 686, 690, 741, 750, 754, 762, 775, 799, 847, 910, 915, 937, 944, 957, 973, 990, 996, 997, 1002, 1003, 1004, 1006, 1007, 1031, 1036, 1066, 1125, 1134, 1135, 1206, 1225, 1242, 1282, 1385]
121	198769.json	[1, 4, 9, 19, 39, 41, 129, 131, 174, 177, 178, 223, 246, 259, 314, 338, 347, 352, 357, 390, 404, 410, 430, 433, 439, 455, 456, 461, 465, 474, 492, 500, 512, 513, 517, 529, 538, 554, 564, 565, 569, 574, 579, 580, 607, 632, 677, 688, 707, 709, 729, 739, 748, 753, 777, 782, 785, 867, 876, 883, 903, 904, 927, 933, 941, 951, 956, 962, 965, 971, 985, 1024, 1030, 1055, 1059, 1073, 1088, 1106, 1138, 1188, 1204, 1213, 1230, 1231, 1234, 1238, 1251, 1255, 1269, 1270, 1279, 1281, 1306, 1311, 1315, 1318, 1350, 1353, 1365]
122	198770.json	[6, 76, 113, 144, 146, 147, 167, 175, 206, 216, 225, 254, 288, 306, 317, 341, 371, 410, 421, 423, 472, 478, 486, 488, 510, 512, 534, 549, 564, 570, 598, 607, 692, 734, 781, 783, 810, 811, 822, 827, 830, 834, 848, 869, 883, 907, 909, 920, 939, 942, 945, 952, 953, 956, 987, 1017, 1036, 1071, 1077, 1110, 1119, 1131, 1165, 1182, 1195, 1206, 1210, 1255, 1298, 1334, 1345, 1362, 1377, 1378]
123	198771.json	[15, 74, 89, 111, 146, 147, 165, 216, 287, 291, 333, 341, 348, 361, 384, 468, 475, 477, 494, 502, 541, 545, 563, 577, 603, 616, 646, 657, 680, 696, 714, 717, 730, 752, 783, 788, 809, 836, 837, 840, 854, 892, 942, 949, 954, 958, 999, 1000, 1035, 1085, 1096, 1097, 1114, 1119, 1120, 1122, 1132, 1136, 1144, 1158, 1159, 1167, 1194, 1195, 1207, 1210, 1220, 1229, 1232, 1259, 1286, 1335, 1359, 1367, 1377, 1378, 1393]
124	198772.json	[55, 89, 96, 111, 112, 121, 126, 141, 165, 201, 203, 214, 224, 229, 236, 266, 269, 290, 319, 325, 345, 361, 381, 400, 408, 415, 420, 437, 454, 470, 473, 477, 502, 515, 525, 539, 542, 545, 561, 584, 603, 610, 625, 634, 635, 637, 653, 676, 691, 698, 719, 727, 752, 767, 791, 807, 809, 826, 836, 859, 865, 874, 888, 958, 993, 1000, 1026, 1046, 1053, 1064, 1065, 1078, 1086, 1097, 1102, 1114, 1126, 1129, 1136, 1143, 1144, 1146, 1151, 1153, 1154, 1159, 1161, 1162, 1164, 1169, 1170, 1173, 1186, 1200, 1207, 1220, 1246, 1259, 1260, 1285, 1338, 1356, 1360, 1367, 1376, 1393]
125	198773.json	[12, 37, 55, 89, 96, 112, 121, 126, 141, 165, 203, 214, 224, 229, 236, 266, 269, 290, 319, 325, 345, 349, 361, 381, 400, 408, 415, 420, 437, 454, 473, 476, 477, 494, 502, 515, 539, 542, 545, 556, 557, 561, 577, 584, 603, 610, 625, 634, 635, 637, 652, 653, 676, 691, 698, 704, 719, 727, 730, 784, 795, 807, 809, 826, 836, 859, 874, 888, 958, 993, 1000, 1026, 1046, 1051, 1053, 1064, 1065, 1078, 1086, 1102, 1114, 1126, 1136, 1146, 1151, 1154, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1200, 1201, 1207, 1219, 1220, 1246, 1285, 1335, 1338, 1367, 1373, 1376, 1393]
126	198775.json	[4, 19, 23, 58, 69, 114, 118, 174, 178, 223, 225, 254, 256, 270, 288, 306, 314, 317, 336, 352, 387, 390, 399, 410, 423, 427, 433, 461, 472, 474, 484, 512, 513, 529, 534, 538, 560, 565, 569, 581, 607, 621, 632, 683, 709, 729, 748, 779, 786, 822, 863, 880, 883, 890, 904, 907, 909, 913, 920, 956, 959, 965, 966, 985, 1030, 1039, 1063, 1110, 1128, 1168, 1213, 1231, 1232, 1233, 1251, 1255, 1269, 1279, 1298, 1315, 1337, 1345, 1353, 1362]
127	198776.json	[25, 33, 43, 47, 76, 86, 116, 175, 189, 221, 232, 241, 264, 268, 294, 309, 326, 405, 409, 434, 435, 452, 457, 487, 490, 501, 505, 510, 526, 575, 590, 598, 601, 668, 673, 675, 762, 775, 799, 810, 819, 861, 870, 871, 946, 954, 983, 999, 1010, 1013, 1036, 1131, 1155, 1171, 1182, 1187, 1206, 1209, 1265, 1294, 1310, 1319, 1328, 1333, 1349, 1370, 1385]
128	198778.json	[31, 45, 63, 66, 88, 102, 105, 127, 130, 152, 160, 202, 205, 208, 234, 241, 249, 267, 273, 302, 303, 364, 366, 382, 393, 398, 406, 407, 425, 458, 469, 481, 493, 499, 509, 518, 553, 558, 589, 591, 595, 597, 599, 609, 619, 623, 624, 629, 631, 636, 642, 662, 665, 666, 673, 686, 705, 715, 735, 742, 751, 755, 776, 797, 845, 856, 887, 902, 923, 940, 943, 944, 979, 988, 990, 994, 1004, 1015, 1083, 1095, 1112, 1118, 1125, 1130, 1193, 1215, 1221, 1277, 1301, 1316, 1332, 1348, 1371, 1392]
129	198779.json	[44, 45, 102, 130, 133, 137, 139, 180, 185, 202, 222, 234, 247, 251, 252, 286, 299, 311, 338, 366, 373, 385, 443, 445, 449, 481, 500, 529, 530, 564, 566, 573, 588, 597, 604, 624, 666, 693, 713, 742, 770, 805, 845, 856, 867, 872, 876, 877, 900, 902, 904, 937, 938, 956, 970, 979, 986, 1014, 1029, 1039, 1050, 1058, 1062, 1082, 1083, 1098, 1112, 1118, 1130, 1138, 1148, 1213, 1250, 1255, 1263, 1278, 1280, 1281, 1292, 1301, 1314, 1332, 1348, 1363, 1379, 1392]
130	198780.json	[43, 45, 48, 66, 73, 76, 92, 152, 154, 155, 157, 200, 241, 264, 299, 302, 337, 367, 398, 411, 447, 452, 467, 510, 526, 537, 543, 558, 571, 572, 587, 591, 599, 601, 644, 659, 661, 662, 665, 666, 673, 702, 712, 733, 740, 750, 762, 797, 812, 818, 850, 871, 887, 912, 944, 946, 979, 983, 996, 1002, 1004, 1007, 1017, 1031, 1042, 1048, 1049, 1093, 1096, 1109, 1135, 1155, 1174, 1176, 1181, 1191, 1206, 1211, 1212, 1223, 1225, 1248, 1253, 1277, 1302, 1319, 1331, 1333, 1371, 1375, 1388]
131	198781.json	[12, 37, 55, 112, 121, 126, 165, 201, 236, 248, 266, 279, 284, 290, 325, 345, 349, 361, 365, 381, 395, 400, 408, 415, 417, 434, 437, 454, 470, 471, 473, 476, 477, 494, 506, 515, 541, 542, 545, 557, 561, 577, 584, 603, 605, 610, 625, 634, 637, 652, 653, 676, 691, 719, 727, 730, 767, 809, 841, 857, 859, 865, 874, 878, 888, 892, 917, 954, 993, 999, 1000, 1026, 1046, 1051, 1053, 1054, 1056, 1065, 1126, 1146, 1151, 1154, 1158, 1159, 1162, 1164, 1166, 1169, 1186, 1194, 1196, 1201, 1207, 1214, 1218, 1219, 1258, 1285, 1352, 1376]
132	198782.json	[12, 37, 96, 112, 121, 126, 165, 201, 203, 214, 224, 236, 248, 266, 279, 284, 290, 319, 325, 345, 349, 361, 381, 400, 408, 437, 454, 463, 470, 471, 473, 476, 477, 489, 494, 502, 515, 541, 542, 545, 557, 561, 577, 584, 603, 605, 610, 625, 634, 635, 637, 652, 653, 676, 691, 694, 698, 704, 719, 727, 730, 767, 806, 807, 859, 865, 874, 888, 958, 964, 993, 1000, 1026, 1046, 1051, 1053, 1056, 1065, 1102, 1126, 1136, 1146, 1151, 1153, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1196, 1200, 1201, 1207, 1220, 1246, 1285, 1335, 1338, 1352, 1367, 1376, 1393]
133	198783.json	[37, 89, 96, 112, 121, 126, 141, 165, 201, 203, 214, 224, 229, 236, 266, 269, 279, 290, 319, 325, 345, 349, 361, 381, 400, 408, 415, 437, 448, 454, 470, 471, 476, 477, 502, 515, 525, 542, 545, 556, 561, 577, 584, 603, 610, 625, 634, 635, 637, 653, 676, 691, 698, 704, 719, 727, 752, 767, 806, 807, 826, 836, 859, 865, 874, 888, 958, 993, 1000, 1026, 1046, 1051, 1053, 1064, 1065, 1086, 1102, 1114, 1126, 1129, 1136, 1143, 1146, 1151, 1153, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1196, 1200, 1207, 1220, 1246, 1259, 1285, 1338, 1360, 1367, 1376, 1393]
134	198784.json	[14, 15, 37, 55, 93, 121, 126, 146, 147, 165, 201, 287, 321, 325, 341, 361, 381, 384, 394, 395, 400, 417, 450, 454, 477, 494, 502, 506, 515, 541, 545, 556, 577, 616, 652, 676, 698, 708, 719, 737, 788, 795, 809, 810, 840, 841, 865, 874, 879, 882, 885, 892, 896, 906, 932, 942, 954, 958, 964, 987, 1011, 1018, 1026, 1046, 1051, 1056, 1061, 1065, 1079, 1086, 1092, 1140, 1145, 1156, 1158, 1159, 1167, 1169, 1186, 1194, 1195, 1201, 1220, 1261, 1266, 1335, 1338, 1345, 1359, 1367, 1373, 1377, 1378, 1393]
135	198785.json	[33, 38, 68, 73, 86, 92, 108, 109, 116, 140, 156, 157, 173, 175, 179, 181, 188, 193, 196, 200, 256, 329, 372, 405, 411, 412, 462, 479, 518, 524, 526, 537, 540, 543, 544, 572, 587, 630, 644, 661, 670, 673, 690, 712, 731, 732, 736, 740, 741, 748, 772, 792, 832, 852, 910, 938, 946, 950, 957, 967, 983, 996, 1005, 1008, 1019, 1031, 1036, 1038, 1043, 1049, 1050, 1067, 1081, 1087, 1089, 1109, 1135, 1141, 1172, 1181, 1187, 1206, 1208, 1212, 1223, 1248, 1253, 1265, 1277, 1289, 1291, 1297, 1299, 1302, 1328, 1349, 1354, 1375]
136	198786.json	[7, 19, 44, 58, 100, 102, 104, 107, 115, 128, 151, 182, 202, 219, 228, 231, 233, 235, 239, 240, 244, 246, 247, 260, 261, 276, 285, 307, 328, 330, 336, 346, 347, 348, 368, 371, 385, 390, 391, 412, 461, 465, 484, 496, 507, 513, 517, 530, 569, 581, 606, 607, 617, 640, 693, 695, 713, 718, 764, 781, 794, 805, 833, 843, 851, 886, 913, 914, 919, 939, 948, 956, 970, 1014, 1037, 1040, 1045, 1058, 1062, 1072, 1073, 1085, 1138, 1217, 1237, 1239, 1256, 1269, 1280, 1281, 1292, 1305, 1308, 1322, 1323, 1350, 1361]
137	198787.json	[65, 66, 83, 88, 95, 103, 145, 152, 153, 156, 186, 192, 200, 215, 267, 273, 282, 302, 304, 334, 337, 364, 372, 377, 393, 405, 407, 425, 431, 432, 469, 493, 498, 518, 587, 589, 591, 599, 631, 639, 642, 647, 659, 672, 678, 686, 690, 712, 715, 724, 726, 740, 762, 775, 776, 797, 801, 825, 850, 905, 931, 936, 944, 957, 979, 990, 994, 995, 999, 1002, 1003, 1004, 1005, 1015, 1050, 1089, 1117, 1125, 1135, 1206, 1208, 1212, 1215, 1247, 1265, 1301, 1312, 1313, 1357, 1371, 1391]
138	198789.json	[12, 15, 96, 121, 165, 203, 224, 269, 287, 325, 345, 379, 381, 384, 389, 400, 434, 437, 448, 454, 470, 487, 489, 525, 545, 567, 603, 605, 653, 657, 676, 691, 717, 756, 788, 795, 807, 809, 836, 837, 865, 866, 885, 892, 953, 954, 999, 1000, 1026, 1046, 1053, 1064, 1065, 1086, 1114, 1115, 1120, 1126, 1129, 1143, 1154, 1158, 1159, 1161, 1164, 1169, 1171, 1186, 1214, 1220, 1246, 1259, 1260, 1266, 1286, 1335, 1356, 1359, 1366, 1367, 1393]
139	198790.json	[21, 26, 31, 45, 48, 66, 102, 103, 117, 130, 152, 159, 160, 188, 208, 213, 222, 249, 251, 267, 275, 302, 337, 362, 364, 366, 373, 398, 406, 414, 425, 445, 447, 458, 469, 481, 493, 498, 499, 530, 589, 591, 599, 623, 624, 629, 631, 651, 662, 665, 666, 678, 679, 690, 712, 735, 761, 770, 800, 832, 887, 902, 923, 940, 944, 979, 988, 994, 1007, 1058, 1082, 1083, 1095, 1112, 1125, 1184, 1193, 1206, 1216, 1221, 1247, 1307, 1316, 1317, 1319, 1371, 1390, 1395]
