	0	1
3896	december 19, 1985	{'DATE': 1.5}
3897	1.162	{'CARDINAL': 1.2}
3898	22,716	{'CARDINAL': 1.2}
3899	apr. 6, 1987	{'DATE': 1.5}
3900	some  later date	{'DATE': 1.5}
3901	53803-03	{'DATE': 1.5}
3902	longmont	{'GPE': 1.5}
3903	1133	{'CARDINAL': 1.2}
3904	treasury department's	{'ORG': 1.75}
3905	d. n.j	{'GPE': 1.5}
3906	7805	{'PRODUCT': 1.2}
3907	johnson  v.  reserve	{'ORG': 1.75}
3908	765 f. supp	{'PERSON': 1.5}
3909	1478	{'CARDINAL': 1.2}
3910	1480-83	{'DATE': 1.5}
3911	1574	{'DATE': 1.5}
3912	lincoln	{'ORG': 1.75}
3913	blue                                                                    	{'ORG': 1.75}
3914	nebraska	{'GPE': 1.5}
3915	1136	{'DATE': 1.5}
3916	nynex corp.	{'ORG': 1.75}
3917	887	{'CARDINAL': 1.2}
3918	101-247	{'CARDINAL': 1.2}
3919	101st	{'ORG': 1.75}
3920	1906, 1944                                      	{'DATE': 1.5}
3921	w.r	{'PERSON': 1.5}
3922	360	{'CARDINAL': 1.2}
3923	366	{'CARDINAL': 1.2}
3924	american heart research	{'ORG': 1.75}
3925	june 18	{'DATE': 1.5}
3926	v. bay  	{'ORG': 1.75}
3927	20, 31	{'DATE': 1.5}
3928	572	{'CARDINAL': 1.2}
3929	1st                                           cir	{'ORG': 1.75}
3930	roosevelt	{'GPE': 1.5}
3931	july  1	{'DATE': 1.5}
3932	months  	{'DATE': 1.5}
3933	january 14	{'DATE': 1.5}
3934	kutv	{'ORG': 1.75}
3935	1328	{'DATE': 1.5}
3936	some  months  later	{'DATE': 1.5}
3937	1572-73	{'CARDINAL': 1.2}
3938	45-46  	{'DATE': 1.5}
3939	eighteen  months	{'DATE': 1.5}
3940	kane	{'ORG': 1.75}
3941	1285	{'CARDINAL': 1.2}
3942	232	{'CARDINAL': 1.2}
3943	1543	{'CARDINAL': 1.2}
3944	august 26, 1993   	{'DATE': 1.5}
3945	august 16	{'DATE': 1.5}
3946	hornby	{'PERSON': 1.5}
3947	steven e. snow	{'PERSON': 1.5}
3948	hahn	{'ORG': 1.75}
3949	august 16, 1993                                                                	{'DATE': 1.5}
3950	a.w. chesterton	{'ORG': 1.75}
3951	chesterton	{'ORG': 1.75}
3952	richmond                                                                    	{'ORG': 1.75}
3953	rican american	{'NORP': 1.75}
3954	gso	{'ORG': 1.75}
3955	the summer of 1985	{'DATE': 1.5}
3956	john  metz	{'PERSON': 1.5}
3957	chesterton  sales	{'ORG': 1.75}
3958	chesterton's	{'ORG': 1.75}
3959	1985.1	{'CARDINAL': 1.2}
3960	chesterton  	{'PERSON': 1.5}
3961	564 f. supp	{'PERSON': 1.5}
3962	metz	{'PERSON': 1.5}
3963	december 3	{'DATE': 1.5}
3964	1939	{'DATE': 1.5}
3965	mcnutt	{'ORG': 1.75}
3966	general motors acceptance corp.	{'ORG': 1.75}
3967	187	{'CARDINAL': 1.2}
3968	wilson v. republic iron  &amp	{'ORG': 1.75}
3969	steel co.	{'ORG': 1.75}
3970	1921	{'DATE': 1.5}
3971	alameda	{'GPE': 1.5}
3972	tel	{'ORG': 1.75}
3973	1894	{'DATE': 1.5}
3974	over $	{'MONEY': 1.75}
3975	milwaukee	{'GPE': 1.5}
3976	406	{'CARDINAL': 1.2}
3977	u.s. 91	{'ORG': 1.75}
3978	cowles v.	{'PERSON': 1.5}
3979	mercer county	{'PERSON': 1.5}
3980	1869).4	{'CARDINAL': 1.2}
3981	4a	{'CARDINAL': 1.2}
3982	george                                                                   r. whitten	{'PERSON': 1.5}
3983	jr. inc.	{'ORG': 1.75}
3984	univ	{'ORG': 1.75}
3985	constr	{'ORG': 1.75}
3986	krieger v. trane co.	{'ORG': 1.75}
3987	quern                                                                   v. jordan	{'PERSON': 1.5}
3988	332	{'CARDINAL': 1.2}
3989	337	{'CARDINAL': 1.2}
3990	651	{'CARDINAL': 1.2}
3991	kroll v. board	{'ORG': 1.75}
3992	760	{'CARDINAL': 1.2}
3993	1158	{'DATE': 1.5}
3994	troy                          	{'ORG': 1.75}
3995	1007	{'CARDINAL': 1.2}
3996	1929	{'DATE': 1.5}
3997	george r.  whitten	{'PERSON': 1.5}
3998	1332(c)(1	{'CARDINAL': 1.2}
3999	1236	{'CARDINAL': 1.2}
4000	the rhode island board	{'ORG': 1.75}
4001	16-59-1(a	{'CARDINAL': 1.2}
4002	gov't	{'PERSON': 1.5}
4003	23003	{'DATE': 1.5}
4004	credit union v. neves	{'ORG': 1.75}
4005	534	{'CARDINAL': 1.2}
4006	u.s. 1042	{'ORG': 1.75}
4007	1303	{'DATE': 1.5}
4008	9th                                        cir	{'ORG': 1.75}
4009	1166	{'CARDINAL': 1.2}
4010	mississippi state university	{'ORG': 1.75}
4011	krieger  v.	{'PERSON': 1.5}
4012	757-58	{'PRODUCT': 1.2}
4013	1174	{'CARDINAL': 1.2}
4014	1176	{'CARDINAL': 1.2}
4015	krieger	{'ORG': 1.75}
4016	alameda county's	{'GPE': 1.5}
4017	tahoe	{'ORG': 1.75}
4018	kovats	{'ORG': 1.75}
4019	goss	{'GPE': 1.5}
4020	san	{'GPE': 1.5}
4021	jacinto	{'GPE': 1.5}
4022	5th                                            cir	{'ORG': 1.75}
4023	kashani	{'GPE': 1.5}
4024	purdue univ.	{'PERSON': 1.5}
4025	metcalf &amp	{'ORG': 1.75}
4026	puerto rico aqueduct &amp	{'GPE': 1.5}
4027	91-1602	{'CARDINAL': 1.2}
4028	10064	{'DATE': 1.5}
4029	742	{'CARDINAL': 1.2}
4030	united                                                                    carolina	{'ORG': 1.75}
4031	tennessee	{'GPE': 1.5}
4032	513	{'CARDINAL': 1.2}
4033	756 f. supp	{'MONEY': 1.75}
4034	640	{'CARDINAL': 1.2}
4035	1991).7                                                  7even	{'DATE': 1.5}
4036	chesterton                                               	{'PERSON': 1.5}
4037	mccoy	{'ORG': 1.75}
4038	1939                                                 	{'DATE': 1.5}
4039	564 f. supp.	{'PERSON': 1.5}
4040	deposit	{'ORG': 1.75}
4041	nat'l bank v.	{'ORG': 1.75}
4042	u.s. 326	{'ORG': 1.75}
4043	r.i.  	{'ORG': 1.75}
4044	v. a.w. chesterton co.	{'ORG': 1.75}
4045	721 f. supp	{'MONEY': 1.75}
4046	402                                            	{'PRODUCT': 1.2}
4047	11-12	{'CARDINAL': 1.2}
4048	may 3	{'DATE': 1.5}
4049	juan dupont plaza	{'PERSON': 1.5}
4050	ainsworth	{'ORG': 1.75}
4051	int'l pty	{'GPE': 1.5}
4052	1034	{'CARDINAL': 1.2}
4053	1038	{'DATE': 1.5}
4054	george r.                                                                    whitten	{'PERSON': 1.5}
4055	v. state univ	{'ORG': 1.75}
4056	180	{'CARDINAL': 1.2}
4057	1602, 1993 u.s.	{'DATE': 1.5}
4058	12 (1st  cir.	{'DATE': 1.5}
4059	r.i. 1962	{'ORG': 1.75}
4060	jackson  v. hayakawa	{'ORG': 1.75}
4061	682	{'CARDINAL': 1.2}
4062	1344	{'CARDINAL': 1.2}
4063	1350	{'DATE': 1.5}
4064	brennan v. university of kansas	{'ORG': 1.75}
4065	451	{'CARDINAL': 1.2}
4066	720	{'CARDINAL': 1.2}
4067	hughes-bechtol, inc.	{'ORG': 1.75}
4068	737	{'ORG': 1.75}
4069	543	{'CARDINAL': 1.2}
4070	memphis	{'GPE': 1.5}
4071	435	{'CARDINAL': 1.2}
4072	147	{'CARDINAL': 1.2}
4073	r.i.  1962	{'ORG': 1.75}
4074	jacintoport corp.	{'ORG': 1.75}
4075	720                                                 	{'CARDINAL': 1.2}
4076	chang v. university	{'ORG': 1.75}
4077	375	{'CARDINAL': 1.2}
4078	1310	{'DATE': 1.5}
4079	tal  	{'ORG': 1.75}
4080	305	{'CARDINAL': 1.2}
4081	rutledge v. arizona	{'ORG': 1.75}
4082	660	{'CARDINAL': 1.2}
4083	1345	{'CARDINAL': 1.2}
4084	1349	{'DATE': 1.5}
4085	847-48	{'PRODUCT': 1.2}
4086	fidelity &amp	{'ORG': 1.75}
4087	e.d. tenn	{'ORG': 1.75}
4088	3, 1993	{'DATE': 1.5}
4089	hall	{'PERSON': 1.5}
4090	royal  caribbean                                                                   corp.	{'ORG': 1.75}
4091	10some	{'CARDINAL': 1.2}
4092	ed	{'PERSON': 1.5}
4093	jackson	{'GPE': 1.5}
4094	1290	{'DATE': 1.5}
4095	troy  state university	{'ORG': 1.75}
4096	united carolina bank	{'GPE': 1.5}
4097	1154	{'DATE': 1.5}
4098	discus-	{'ORG': 1.75}
4099	mississippi	{'GPE': 1.5}
4100	univ.	{'GPE': 1.5}
4101	198	{'CARDINAL': 1.2}
4102	849	{'PRODUCT': 1.2}
4103	"759(findingterm""independent"	{'CARDINAL': 1.2}
4104	thirteen	{'CARDINAL': 1.2}
4105	lewis	{'PERSON': 1.5}
4106	813                                                               	{'CARDINAL': 1.2}
4107	306	{'CARDINAL': 1.2}
4108	1333	{'CARDINAL': 1.2}
4109	united  carolina bank	{'ORG': 1.75}
4110	rutledge	{'ORG': 1.75}
4111	1347	{'DATE': 1.5}
4112	535	{'CARDINAL': 1.2}
4113	university of wyoming	{'ORG': 1.75}
4114	harden	{'PERSON': 1.5}
4115	three-year	{'DATE': 1.5}
4116	16-59-1	{'CARDINAL': 1.2}
4117	jacintoport  corp. v.	{'ORG': 1.75}
4118	3000	{'CARDINAL': 1.2}
4119	annually	{'DATE': 1.5}
4120	655	{'CARDINAL': 1.2}
4121	ments  	{'ORG': 1.75}
4122	1311-12	{'CARDINAL': 1.2}
4123	university of tennessee  v. united states                                                                    fidelity &amp	{'ORG': 1.75}
4124	guar, co.	{'ORG': 1.75}
4125	670	{'CARDINAL': 1.2}
4126	16-59-12	{'CARDINAL': 1.2}
4127	jackson v. hayakawa	{'ORG': 1.75}
4128	california state university	{'ORG': 1.75}
4129	1313	{'DATE': 1.5}
4130	united carolina                                                                    bank	{'ORG': 1.75}
4131	759-60	{'CARDINAL': 1.2}
4132	670 f. supp	{'QUANTITY': 1}
4133	1384	{'CARDINAL': 1.2}
4134	collection unit v. board	{'ORG': 1.75}
4135	529                                                               	{'CARDINAL': 1.2}
4136	hughes-bechtol	{'ORG': 1.75}
4137	544                                                  	{'CARDINAL': 1.2}
4138	v. mississippi	{'ORG': 1.75}
4139	university of tennessee	{'ORG': 1.75}
4140	670 f. supp.	{'MONEY': 1.75}
4141	16-32-11	{'CARDINAL': 1.2}
4142	16-59-4(4	{'CARDINAL': 1.2}
4143	united                                                                    carolina  	{'ORG': 1.75}
4144	kroll	{'GPE': 1.5}
4145	719-20	{'CARDINAL': 1.2}
4146	19 (1st  cir.	{'DATE': 1.5}
4147	united carolina  	{'ORG': 1.75}
4148	665                                                               	{'CARDINAL': 1.2}
4149	united  carolina                                                                    bank	{'ORG': 1.75}
4150	1383-	{'CARDINAL': 1.2}
4151	ed  balances  	{'ORG': 1.75}
4152	1163-64	{'PRODUCT': 1.2}
4153	199                                                  	{'CARDINAL': 1.2}
4154	845-46	{'CARDINAL': 1.2}
4155	1349-50	{'CARDINAL': 1.2}
4156	appro-	{'ORG': 1.75}
4157	765 f. supp.	{'PERSON': 1.5}
4158	1962	{'DATE': 1.5}
4159	o'toole v.	{'ORG': 1.75}
4160	arlington trust co.	{'ORG': 1.75}
4161	681	{'CARDINAL': 1.2}
4162	topp v. compair, inc.	{'ORG': 1.75}
4163	814	{'CARDINAL': 1.2}
4164	830	{'CARDINAL': 1.2}
4165	839	{'CARDINAL': 1.2}
4166	guar.	{'ORG': 1.75}
4167	di massa	{'PERSON': 1.5}
4168	561 f. supp	{'PERSON': 1.5}
4169	e.d.  pa.	{'PERSON': 1.5}
4170	1132	{'ORG': 1.75}
4171	bethlehem steel corp.	{'ORG': 1.75}
4172	702	{'CARDINAL': 1.2}
4173	922	{'CARDINAL': 1.2}
4174	cowan v.  university of  louisville	{'ORG': 1.75}
4175	dube v.                                                                	{'PERSON': 1.5}
4176	suny	{'ORG': 1.75}
4177	2814	{'CARDINAL': 1.2}
4178	thompson v. city	{'ORG': 1.75}
4179	885	{'CARDINAL': 1.2}
4180	1439	{'DATE': 1.5}
4181	1443	{'DATE': 1.5}
4182	schuler	{'PERSON': 1.5}
4183	university of minnesota	{'ORG': 1.75}
4184	788	{'CARDINAL': 1.2}
4185	516	{'CARDINAL': 1.2}
4186	1056	{'CARDINAL': 1.2}
4187	1323	{'CARDINAL': 1.2}
4188	98-99	{'CARDINAL': 1.2}
4189	50-70%	{'PERCENT': 1.2}
4190	v. rios	{'ORG': 1.75}
4191	1333                                                  	{'CARDINAL': 1.2}
4192	ronwin	{'PERSON': 1.5}
4193	1073                                                	{'PRODUCT': 1.2}
4194	280-81	{'CARDINAL': 1.2}
4195	gary a. v.	{'PERSON': 1.5}
4196	approximately 50	{'CARDINAL': 1.2}
4197	70%	{'PERCENT': 1.2}
4198	33%	{'PERCENT': 1.2}
4199	64%	{'PERCENT': 1.2}
4200	1175                                                  	{'DATE': 1.5}
4201	72%	{'PERCENT': 1.2}
4202	perez v. rodriguez  bou	{'PERSON': 1.5}
4203	1038-39	{'CARDINAL': 1.2}
4204	d.                                                                   	{'PERSON': 1.5}
4205	280-                                                  81  	{'CARDINAL': 1.2}
4206	from year                         to year  	{'DATE': 1.5}
4207	allende v. shultz	{'PERSON': 1.5}
4208	1117	{'CARDINAL': 1.2}
4209	ronald osborne	{'PERSON': 1.5}
4210	22%	{'PERCENT': 1.2}
4211	705	{'CARDINAL': 1.2}
4212	osborne	{'ORG': 1.75}
4213	bolton  emerson int'l	{'ORG': 1.75}
4214	851	{'CARDINAL': 1.2}
4215	ambrosini                                                                    v. labarraque	{'ORG': 1.75}
4216	1464	{'DATE': 1.5}
4217	v. lithonia corp.	{'ORG': 1.75}
4218	lis v. robert	{'PERSON': 1.5}
4219	20uri	{'CARDINAL': 1.2}
4220	november 1991	{'DATE': 1.5}
4221	1510	{'DATE': 1.5}
4222	1517	{'DATE': 1.5}
4223	1- 2-3	{'PRODUCT': 1.2}
4224	15(b	{'CARDINAL': 1.2}
4225	dartmouth	{'ORG': 1.75}
4226	dartmouth college	{'ORG': 1.75}
4227	chesterton's  	{'ORG': 1.75}
4228	49	{'CARDINAL': 1.2}
4229	8-1/2	{'QUANTITY': 1}
4230	the university of rhode island	{'ORG': 1.75}
4231	virginia bd	{'PERSON': 1.5}
4232	d.d.c	{'ORG': 1.75}
4233	gypsum co.	{'ORG': 1.75}
4234	university of tennessee v. united states	{'ORG': 1.75}
4235	fidelity                                                                    &amp	{'ORG': 1.75}
4236	e.d.  tenn	{'ORG': 1.75}
4237	l. ed	{'PERSON': 1.5}
4238	cowles  v. mercer county	{'ORG': 1.75}
4239	1869	{'DATE': 1.5}
4240	718	{'CARDINAL': 1.2}
4241	island board  	{'ORG': 1.75}
4242	cowles v. mercer county	{'PERSON': 1.5}
4243	california county	{'GPE': 1.5}
4244	the wyoming state highway commission	{'ORG': 1.75}
4245	92-1708	{'DATE': 1.5}
4246	sidney weiner	{'PERSON': 1.5}
4247	august 23, 1993	{'DATE': 1.5}
4248	mazer	{'WORK_OF_ART': 1.75}
4249	mezer	{'WORK_OF_ART': 1.75}
4250	harry c. mezer	{'PERSON': 1.5}
4251	john pappalardo	{'PERSON': 1.5}
4252	ernest  s.                                                                    	{'ORG': 1.75}
4253	todd e.  	{'PERSON': 1.5}
4254	august 23, 1993                                                                     	{'DATE': 1.5}
4255	nineteen	{'CARDINAL': 1.2}
4256	rico,  	{'ORG': 1.75}
4257	91-1769	{'DATE': 1.5}
4258	1st                  	{'ORG': 1.75}
4259	v. rivera	{'PERSON': 1.5}
4260	capitol bank  	{'ORG': 1.75}
4261	seven  percent	{'PERCENT': 1.2}
4262	capitol	{'ORG': 1.75}
4263	wong	{'PERSON': 1.5}
4264	ron browder	{'PERSON': 1.5}
4265	between 230-280	{'CARDINAL': 1.2}
4266	dennis  	{'ORG': 1.75}
4267	santiago  	{'ORG': 1.75}
4268	winthrop	{'PERSON': 1.5}
4269	lambert	{'ORG': 1.75}
4270	costa	{'GPE': 1.5}
4271	five  percent	{'PERCENT': 1.2}
4272	30,000	{'MONEY': 1.75}
4273	wong  	{'PERSON': 1.5}
4274	fasad	{'ORG': 1.75}
4275	38  weeks  	{'DATE': 1.5}
4276	1984-85	{'DATE': 1.5}
4277	falzone	{'ORG': 1.75}
4278	oreto	{'PERSON': 1.5}
4279	1300                                         	{'PERCENT': 1.2}
4280	707	{'CARDINAL': 1.2}
4281	1005	{'CARDINAL': 1.2}
4282	fbi	{'ORG': 1.75}
4283	raymond stirling	{'PERSON': 1.5}
4284	1191	{'CARDINAL': 1.2}
4285	accord united states	{'GPE': 1.5}
4286	mitchell	{'ORG': 1.75}
4287	1184	{'CARDINAL': 1.2}
4288	v. morelli	{'PERSON': 1.5}
4289	only   one	{'CARDINAL': 1.2}
4290	rodriguez-estrada	{'ORG': 1.75}
4291	152	{'CARDINAL': 1.2}
4292	154-55	{'CARDINAL': 1.2}
4293	1961(1	{'CARDINAL': 1.2}
4294	1962(a	{'CARDINAL': 1.2}
4295	1961(5	{'CARDINAL': 1.2}
4296	v. giovanelli	{'PERSON': 1.5}
4297	v. vastola	{'PERSON': 1.5}
4298	211	{'CARDINAL': 1.2}
4299	h.j. inc.	{'ORG': 1.75}
4300	northwestern bell telephone                                                                co.	{'ORG': 1.75}
4301	ernst &amp	{'ORG': 1.75}
4302	1170	{'CARDINAL': 1.2}
4303	988	{'CARDINAL': 1.2}
4304	1289	{'CARDINAL': 1.2}
4305	1294	{'CARDINAL': 1.2}
4306	e.r. squibb  &amp	{'ORG': 1.75}
4307	1297	{'CARDINAL': 1.2}
4308	jerald r. feldman	{'PERSON': 1.5}
4309	august 20	{'DATE': 1.5}
4310	j. daniel lindley	{'PERSON': 1.5}
4311	james h.  wexler	{'PERSON': 1.5}
4312	bennett  h. klein	{'PERSON': 1.5}
4313	kotin, crabtree &amp	{'ORG': 1.75}
4314	august 20, 1993                                                 	{'DATE': 1.5}
4315	rtc	{'ORG': 1.75}
4316	october  1987	{'DATE': 1.5}
4317	fox  	{'ORG': 1.75}
4318	1.1	{'CARDINAL': 1.2}
4319	million	{'CARDINAL': 1.2}
4320	april  1989	{'DATE': 1.5}
4321	950,000	{'MONEY': 1.75}
4322	december 1986  	{'DATE': 1.5}
4323	$13 million	{'MONEY': 1.75}
4324	152 acres	{'QUANTITY': 1}
4325	october  1987  	{'DATE': 1.5}
4326	$1.1                                                  million	{'MONEY': 1.75}
4327	next month	{'DATE': 1.5}
4328	april 1990	{'DATE': 1.5}
4329	fox	{'ORG': 1.75}
4330	willowbend	{'ORG': 1.75}
4331	september 1990	{'DATE': 1.5}
4332	may 12, 1992	{'DATE': 1.5}
4333	driscoll	{'ORG': 1.75}
4334	july 19, 1991	{'DATE': 1.5}
4335	d'oench	{'ORG': 1.75}
4336	1942	{'DATE': 1.5}
4337	november 13, 1992	{'DATE': 1.5}
4338	april  1990	{'DATE': 1.5}
4339	october 1987	{'DATE': 1.5}
4340	$1.1 million	{'MONEY': 1.75}
4341	106	{'CARDINAL': 1.2}
4342	misleading.3	{'PERSON': 1.5}
4343	fox run	{'ORG': 1.75}
4344	728	{'CARDINAL': 1.2}
4345	79,374	{'MONEY': 1.75}
4346	evergreen	{'ORG': 1.75}
4347	697	{'CARDINAL': 1.2}
4348	a decade ago	{'DATE': 1.5}
4349	only $150,000	{'MONEY': 1.75}
4350	703-04	{'CARDINAL': 1.2}
4351	92-2006	{'DATE': 1.5}
4352	charles e. daniels	{'PERSON': 1.5}
4353	robert j. carnes	{'PERSON': 1.5}
4354	c. jeffrey kinder	{'PERSON': 1.5}
4355	30, 1993                                                         	{'DATE': 1.5}
4356	charles daniels	{'PERSON': 1.5}
4357	daniels	{'ORG': 1.75}
4358	acca	{'ORG': 1.75}
4359	daniels  	{'ORG': 1.75}
4360	iad	{'ORG': 1.75}
4361	v. alvarez	{'PERSON': 1.5}
4362	u.s.  	{'ORG': 1.75}
4363	june   9	{'DATE': 1.5}
4364	92-9080	{'CARDINAL': 1.2}
4365	deborah  hill  	{'PERSON': 1.5}
4366	november 17, 1989	{'DATE': 1.5}
4367	approximately 7 p.m.	{'TIME': 1.2}
4368	mcdonald  	{'ORG': 1.75}
4369	approximately $1,000	{'MONEY': 1.75}
4370	hampshire county	{'GPE': 1.5}
4371	mass.	{'GPE': 1.5}
4372	six years	{'DATE': 1.5}
4373	march 5, 1992,	{'DATE': 1.5}
4374	approximately two hours	{'TIME': 1.2}
4375	1298	{'CARDINAL': 1.2}
4376	gardner	{'GPE': 1.5}
4377	march 6, 1992,	{'DATE': 1.5}
4378	march 20, 1992	{'DATE': 1.5}
4379	march  9, 1992	{'DATE': 1.5}
4380	gardner warden	{'PERSON': 1.5}
4381	march 30, 1992	{'DATE': 1.5}
4382	march 30, 1992,	{'DATE': 1.5}
4383	1002	{'CARDINAL': 1.2}
4384	1003	{'DATE': 1.5}
4385	2982	{'CARDINAL': 1.2}
4386	316	{'CARDINAL': 1.2}
4387	baxter	{'PERSON': 1.5}
4388	few  hours	{'TIME': 1.2}
4389	roy	{'PERSON': 1.5}
4390	636	{'CARDINAL': 1.2}
4391	overnight	{'TIME': 1.2}
4392	1068	{'CARDINAL': 1.2}
4393	54	{'DATE': 1.5}
4394	kan	{'ORG': 1.75}
4395	234	{'CARDINAL': 1.2}
4396	united states v mauro	{'GPE': 1.5}
4397	august 3, 1992	{'DATE': 1.5}
4398	fifteen years	{'DATE': 1.5}
4399	daniels embarks	{'ORG': 1.75}
4400	1965, 1970	{'DATE': 1.5}
4401	more than fifteen	{'CARDINAL': 1.2}
4402	1427	{'DATE': 1.5}
4403	v. blankenship	{'PERSON': 1.5}
4404	1110	{'DATE': 1.5}
4405	1118	{'CARDINAL': 1.2}
4406	twenty years old	{'DATE': 1.5}
4407	2262	{'CARDINAL': 1.2}
4408	v. mcconnell	{'PERSON': 1.5}
4409	v. preston	{'PERSON': 1.5}
4410	1770, 1778 (1993	{'DATE': 1.5}
4411	pedro reyes	{'PERSON': 1.5}
4412	randy olen	{'PERSON': 1.5}
4413	john m.                                                                   	{'PERSON': 1.5}
4414	margaret e. curran	{'PERSON': 1.5}
4415	august 30, 1993                                                                    *	{'DATE': 1.5}
4416	pedro  reyes	{'PERSON': 1.5}
4417	reyes	{'ORG': 1.75}
4418	gsr	{'PRODUCT': 1.2}
4419	reyes  	{'ORG': 1.75}
4420	monday, january  27	{'DATE': 1.5}
4421	peter appollonia	{'PERSON': 1.5}
4422	tav rez	{'ORG': 1.75}
4423	whipple  	{'ORG': 1.75}
4424	providence	{'GPE': 1.5}
4425	tav rez  	{'ORG': 1.75}
4426	27.4	{'CARDINAL': 1.2}
4427	two ounces	{'QUANTITY': 1}
4428	wednesday	{'DATE': 1.5}
4429	900	{'MONEY': 1.75}
4430	27.4 grams	{'QUANTITY': 1}
4431	next  day	{'DATE': 1.5}
4432	january  28	{'DATE': 1.5}
4433	botelho	{'PERSON': 1.5}
4434	124 grams	{'QUANTITY': 1}
4435	3,100	{'MONEY': 1.75}
4436	botelho  	{'ORG': 1.75}
4437	reyes  drive	{'ORG': 1.75}
4438	bmw	{'ORG': 1.75}
4439	whipple street address	{'FAC': 1.5}
4440	saturday	{'DATE': 1.5}
4441	5:30 p.m.	{'TIME': 1.2}
4442	6:00  p.m.	{'TIME': 1.2}
4443	6:07 p.m.	{'TIME': 1.2}
4444	54.9 grams	{'QUANTITY': 1}
4445	1,700	{'MONEY': 1.75}
4446	february 10	{'DATE': 1.5}
4447	1:15  p.m.	{'TIME': 1.2}
4448	half ounces	{'QUANTITY': 1}
4449	toyota	{'ORG': 1.75}
4450	124.1 grams	{'QUANTITY': 1}
4451	whipple street	{'FAC': 1.5}
4452	.18 grams	{'QUANTITY': 1}
4453	february 10, 1992	{'DATE': 1.5}
4454	january 27	{'DATE': 1.5}
4455	february 1, 1992	{'DATE': 1.5}
4456	330.58 grams	{'QUANTITY': 1}
4457	2d1.1(c)(11	{'CARDINAL': 1.2}
4458	3e1.1(a	{'CARDINAL': 1.2}
4459	41 months	{'DATE': 1.5}
4460	33 months	{'DATE': 1.5}
4461	10 to 16 months	{'DATE': 1.5}
4462	v. bradley	{'PERSON': 1.5}
4463	15 (1st  	{'DATE': 1.5}
4464	1b1.3(a)(2	{'CARDINAL': 1.2}
4465	reyes'  	{'ORG': 1.75}
4466	the january 27	{'DATE': 1.5}
4467	reyes'  61	{'ORG': 1.75}
4468	whipple  street	{'ORG': 1.75}
4469	reyes'	{'ORG': 1.75}
4470	the whipple street address	{'ORG': 1.75}
4471	january 28	{'DATE': 1.5}
4472	v. ruiz	{'PERSON': 1.5}
4473	92-1686	{'CARDINAL': 1.2}
4474	priscilla jackson	{'PERSON': 1.5}
4475	december  4, 1991,	{'DATE': 1.5}
4476	jackson  	{'ORG': 1.75}
4477	juan familia	{'PERSON': 1.5}
4478	november 11, 1991	{'DATE': 1.5}
4479	142	{'CARDINAL': 1.2}
4480	7:00 p.m.	{'TIME': 1.2}
4481	minivan	{'PRODUCT': 1.2}
4482	299.22 grams	{'QUANTITY': 1}
4483	3866	{'MONEY': 1.75}
4484	2085	{'MONEY': 1.75}
4485	28, 1991	{'DATE': 1.5}
4486	109.6	{'CARDINAL': 1.2}
4487	299.22	{'CARDINAL': 1.2}
4488	november	{'DATE': 1.5}
4489	408.82	{'CARDINAL': 1.2}
4490	nov. 1991	{'DATE': 1.5}
4491	78 to 97 months	{'DATE': 1.5}
4492	v. ortiz	{'PERSON': 1.5}
4493	3.866 ounces	{'QUANTITY': 1}
4494	109.6 grams	{'QUANTITY': 1}
4495	sostre	{'GPE': 1.5}
4496	817	{'CARDINAL': 1.2}
4497	v. mcdowell	{'PERSON': 1.5}
4498	1011	{'DATE': 1.5}
4499	pineda	{'ORG': 1.75}
4500	981                                                               	{'CARDINAL': 1.2}
4501	574	{'CARDINAL': 1.2}
4502	15(1st	{'CARDINAL': 1.2}
4503	only a few feet	{'QUANTITY': 1}
4504	1776	{'CARDINAL': 1.2}
4505	mcdowell	{'ORG': 1.75}
4506	next  	{'DATE': 1.5}
4507	1000).2	{'MONEY': 1.75}
4508	v. sklar	{'ORG': 1.75}
4509	walton	{'GPE': 1.5}
4510	364	{'CARDINAL': 1.2}
4511	368	{'CARDINAL': 1.2}
4512	v. duarte	{'PERSON': 1.5}
4513	1265	{'CARDINAL': 1.2}
4514	174	{'CARDINAL': 1.2}
4515	4.98 kilograms	{'QUANTITY': 1}
4516	68,000	{'MONEY': 1.75}
4517	under   1b1.3	{'CARDINAL': 1.2}
4518	279,550	{'MONEY': 1.75}
4519	117,000	{'MONEY': 1.75}
4520	stephenson	{'ORG': 1.75}
4521	753	{'CARDINAL': 1.2}
4522	233	{'CARDINAL': 1.2}
4523	112,867	{'MONEY': 1.75}
4524	v. dietz	{'PERSON': 1.5}
4525	166	{'CARDINAL': 1.2}
4526	zuleta-alvarez	{'ORG': 1.75}
4527	2039	{'DATE': 1.5}
4528	jackson's	{'ORG': 1.75}
4529	august 28	{'DATE': 1.5}
4530	3600	{'MONEY': 1.75}
4531	92-2236	{'CARDINAL': 1.2}
4532	afl-cio	{'ORG': 1.75}
4533	oilers	{'ORG': 1.75}
4534	246	{'CARDINAL': 1.2}
4535	92-2346	{'CARDINAL': 1.2}
4536	national labor relations	{'ORG': 1.75}
4537	jeffrey neil  	{'PERSON': 1.5}
4538	higbee	{'ORG': 1.75}
4539	vincent j. falvo	{'PERSON': 1.5}
4540	linda dreeben	{'PERSON': 1.5}
4541	julie b.  	{'PERSON': 1.5}
4542	jerry m. hunter	{'PERSON': 1.5}
